playerID,weight,height,startingAge,timePlayed,endingAge,awards,battingAverage,errorsPerYear,outsPerYear,yearsplayed,assistsPerYear,AVGAtBats,AVGHits
lambmi01,205.0,73.0,24.67,10.25,34.92,0,0.276,4.115,76.0,26.0,35.846,104.08,104.08
lamboan01,220.0,75.0,25.0,2.67,27.67,0,0.0,0.0,6.25,4.0,0.25,23.5,23.5
lamerpe01,170.0,70.0,28.75,4.92,33.67,0,0.0,1.0,4.5,2.0,2.0,4.5,4.5
lamonge01,195.0,73.0,23.75,4.67,28.42,0,0.233,1.8,68.8,5.0,6.8,31.8,31.8
lamotbo01,160.0,71.0,22.58,5.83,28.42,0,0.254,7.222,43.556,9.0,59.556,76.67,76.67
lampake01,197.0,74.0,23.75,1.08,24.83,0,0.0,0.0,9.333,3.0,1.0,28.0,28.0
lampkto01,180.0,71.0,24.5,14.0,38.5,0,0.235,1.8,146.35,20.0,11.75,89.6,89.6
lanceri01,195.0,75.0,26.08,8.0,34.08,0,0.0,0.2,18.0,5.0,0.8,11.4,11.4
landeke01,200.0,75.0,24.17,0.0,24.17,0,0.0,0.0,8.0,1.0,1.0,5.0,5.0
landera01,165.0,70.0,24.25,7.08,31.33,0,0.238,1.462,22.423,26.0,32.769,47.12,47.12
landgr01,190.0,72.0,24.0,7.0,31.0,0,0.243,7.5,153.5,8.0,48.5,113.75,113.75
landiji01,180.0,73.0,23.08,10.33,33.42,5,0.247,2.462,225.154,13.0,5.538,329.85,329.85
landrce01,165.0,69.0,27.67,2.33,30.0,0,0.238,1.0,30.5,2.0,0.0,52.5,52.5
landrdo01,180.0,72.0,21.58,8.83,30.42,0,0.237,1.2,62.3,10.0,2.0,114.9,114.9
landrho01,170.0,70.0,20.33,13.08,33.42,0,0.233,3.688,194.75,16.0,17.75,120.5,120.5
landrke01,165.0,70.0,22.75,10.08,32.83,0,0.268,4.0,200.545,11.0,5.182,372.82,372.82
landrti01,175.0,71.0,25.75,7.83,33.58,0,0.249,0.417,50.75,12.0,1.667,82.92,82.92
lanedi01,178.0,71.0,22.0,0.08,22.08,0,0.0,0.0,25.0,1.0,2.0,42.0,42.0
lanehu01,165.0,71.0,23.83,0.17,24.0,0,0.0,0.5,3.5,2.0,2.0,7.5,7.5
lanema01,180.0,71.0,21.67,5.08,26.75,0,0.214,0.4,21.8,5.0,0.8,34.6,34.6
langdo01,175.0,72.0,23.33,10.25,33.58,0,0.268,2.6,20.6,5.0,43.4,74.6,74.6
langebi01,190.0,73.0,21.83,6.5,28.33,0,0.33,11.438,132.312,16.0,24.188,200.12,200.12
langery01,220.0,75.0,22.17,11.42,33.58,0,0.227,0.333,56.733,15.0,1.133,82.93,82.93
langfsa01,180.0,72.0,25.92,2.42,28.33,0,0.275,3.5,139.0,2.0,3.0,247.0,247.0
lanieha01,180.0,74.0,21.92,9.25,31.17,0,0.228,6.087,88.739,23.0,148.174,161.0,161.0
lankfra01,180.0,71.0,23.17,14.17,37.33,0,0.272,4.2,235.333,15.0,4.8,383.13,383.13
lansfca01,195.0,74.0,21.17,14.5,35.67,3,0.29,5.885,80.692,26.0,109.5,275.31,275.31
lansfjo01,225.0,77.0,21.5,1.25,22.75,0,0.0,0.5,40.0,2.0,2.0,15.0,15.0
lansimi01,175.0,72.0,25.0,8.42,33.42,0,0.271,4.895,109.421,19.0,151.579,218.42,218.42
lapanpe01,165.0,67.0,31.25,0.67,31.92,0,0.0,2.0,36.0,1.0,10.0,34.0,34.0
lapoira01,185.0,71.0,25.25,1.42,26.67,0,0.266,5.75,56.25,4.0,79.0,108.25,108.25
laporfr01,175.0,68.0,25.58,10.08,35.67,0,0.281,10.269,74.615,26.0,98.769,162.0,162.0
laporma01,215.0,74.0,24.33,3.42,27.75,0,0.238,2.333,306.333,6.0,18.667,161.17,161.17
lappja01,160.0,68.0,24.0,8.08,32.08,0,0.263,7.917,200.583,12.0,53.583,131.75,131.75
larisje01,200.0,74.0,25.58,2.42,28.0,0,0.224,0.5,21.5,8.0,4.5,30.62,30.62
larkeno01,185.0,72.0,27.33,5.42,32.75,0,0.275,3.0,311.083,12.0,27.917,162.75,162.75
larki01,185.0,71.0,24.25,0.17,24.42,0,0.0,17.0,29.0,1.0,16.0,70.0,70.0
larkiba01,185.0,72.0,22.33,18.17,40.5,24,0.295,11.75,157.7,20.0,293.2,396.85,396.85
larkige01,195.0,75.0,24.58,6.25,30.83,0,0.266,1.4,163.933,15.0,9.733,154.73,154.73
larkihe01,175.0,70.0,24.33,9.25,33.58,0,0.303,18.737,404.842,19.0,20.053,248.32,248.32
larkist02,190.0,72.0,25.17,0.0,25.17,0,0.0,0.0,6.0,1.0,0.0,3.0,3.0
larmobo01,185.0,70.0,21.42,0.08,21.5,0,0.0,2.0,3.0,1.0,4.0,7.0,7.0
larocan01,205.0,72.0,23.67,6.08,29.75,0,0.226,2.867,16.8,15.0,46.933,78.67,78.67
larocgr01,185.0,71.0,27.83,3.0,30.83,0,0.0,1.333,3.667,6.0,6.167,14.67,14.67
laroqsa01,190.0,71.0,25.42,2.83,28.25,0,0.251,11.125,41.25,8.0,44.25,59.75,59.75
larosha01,170.0,71.0,26.42,0.08,26.5,0,0.0,6.0,15.0,1.0,2.0,48.0,48.0
larsobr01,210.0,72.0,25.0,3.17,28.17,0,0.179,1.571,11.571,7.0,18.571,41.57,41.57
larueja01,200.0,71.0,25.25,11.17,36.42,0,0.231,2.13,208.043,23.0,18.739,118.22,118.22
larusto01,175.0,72.0,18.58,9.92,28.5,0,0.219,1.429,16.0,7.0,18.143,22.86,22.86
laryly01,165.0,72.0,23.33,11.25,34.58,0,0.269,10.214,89.143,28.0,126.429,164.32,164.32
lassedo01,200.0,75.0,24.5,0.0,24.5,0,0.0,0.0,9.0,1.0,0.0,13.0,13.0
lathaar01,150.0,68.0,20.33,29.17,49.5,0,0.269,23.444,57.778,36.0,101.556,189.72,189.72
lathach01,195.0,72.0,23.92,6.0,29.92,0,0.202,0.6,28.6,5.0,0.6,42.6,42.6
lathaju01,164.0,68.0,22.58,9.5,32.08,0,0.247,16.636,297.909,11.0,16.909,130.09,130.09
lathech01,180.0,72.0,21.58,1.42,23.0,0,0.228,2.143,7.286,7.0,13.286,18.14,18.14
latimta01,160.0,72.0,22.92,3.92,26.83,0,0.0,1.429,14.0,7.0,4.571,12.29,12.29
lauch01,190.0,72.0,23.42,11.0,34.42,0,0.255,1.75,134.0,12.0,8.667,97.5,97.5
laudebi01,160.0,70.0,24.33,5.25,29.58,0,0.26,31.667,113.667,6.0,155.333,306.17,306.17
laudnti01,212.0,75.0,23.17,8.08,31.25,0,0.225,4.077,244.385,13.0,16.769,156.77,156.77
laurera01,203.0,71.0,24.08,2.08,26.17,0,0.288,4.0,194.0,2.0,9.5,295.0,295.0
lautebi01,140.0,66.0,25.25,0.92,26.17,0,0.208,7.6,25.6,5.0,38.4,53.8,53.8
lavagco01,170.0,72.0,21.33,13.42,34.75,1,0.269,12.312,85.25,16.0,121.25,219.31,219.31
lavalmi01,180.0,70.0,24.08,11.0,35.08,2,0.269,2.5,295.571,14.0,29.786,176.14,176.14
lavando01,151.0,68.0,22.67,10.92,33.58,0,0.246,23.05,124.45,20.0,183.4,194.25,194.25
lavarry01,239.0,75.0,24.0,9.0,33.0,0,0.216,0.778,69.667,9.0,4.111,44.22,44.22
lavigar01,162.0,70.0,29.25,0.5,29.75,0,0.0,3.0,75.5,2.0,22.5,45.0,45.0
lawinga01,180.0,73.0,27.75,0.17,27.92,0,0.0,0.0,3.0,2.0,0.0,6.0,6.0
lawleto01,170.0,71.0,25.58,8.0,33.58,0,0.207,0.565,10.652,23.0,13.957,23.09,23.09
lawlomi01,180.0,72.0,26.17,4.17,30.33,0,0.0,2.0,16.5,2.0,6.5,4.5,4.5
lawrebi01,194.0,76.0,26.08,0.25,26.33,0,0.0,0.0,39.0,1.0,2.0,46.0,46.0
lawrejo01,190.0,74.0,25.17,0.25,25.42,0,0.18,7.0,73.0,1.0,131.0,150.0,150.0
lawribr01,210.0,72.0,21.58,4.92,26.5,0,0.261,7.2,61.6,10.0,129.5,221.7,221.7
lawru01,165.0,73.0,21.92,8.08,30.0,0,0.271,3.0,206.571,7.0,3.857,345.86,345.86
lawryot01,133.0,68.0,22.58,1.25,23.83,0,0.191,4.0,15.75,4.0,26.5,44.5,44.5
lawtoma01,160.0,73.0,24.0,0.17,24.17,0,0.0,2.0,9.0,1.0,0.0,14.0,14.0
lawtoma02,180.0,70.0,23.83,10.67,34.5,0,0.267,2.8,173.0,15.0,3.933,317.53,317.53
laydege01,160.0,70.0,21.33,0.17,21.5,0,0.0,1.0,3.0,1.0,0.0,7.0,7.0
laydope01,185.0,71.0,28.33,0.25,28.58,0,0.25,2.0,69.0,1.0,3.0,104.0,104.0
laynehi01,170.0,72.0,23.58,4.0,27.58,0,0.264,2.25,18.25,4.0,32.75,71.0,71.0
laytole01,165.0,72.0,26.42,0.5,26.92,0,0.0,2.0,38.0,1.0,1.0,91.0,91.0
lazorjo01,180.0,69.0,30.58,3.42,34.0,0,0.263,1.8,58.0,5.0,3.0,119.2,119.2
lazzeto01,170.0,71.0,22.33,13.17,35.5,4,0.292,9.812,115.25,32.0,154.5,196.78,196.78
leachfr01,183.0,71.0,25.5,9.33,34.83,0,0.307,4.727,199.0,11.0,8.545,339.36,339.36
leachja01,200.0,74.0,32.5,0.08,32.58,0,0.0,0.0,1.0,1.0,0.0,10.0,10.0
leachto01,150.0,66.0,20.83,20.0,40.83,3,0.269,10.2,89.067,45.0,54.667,176.87,176.87
leahyda01,155.0,69.0,26.08,0.0,26.08,0,0.0,2.0,4.0,1.0,8.0,6.0,6.0
leahyto01,168.0,67.0,27.92,8.42,36.33,0,0.256,2.25,17.625,16.0,8.938,25.62,25.62
learfr01,180.0,72.0,21.17,5.0,26.17,0,0.239,1.667,24.0,6.0,11.0,27.17,27.17
learyjo01,180.0,71.0,22.92,1.42,24.33,0,0.258,8.25,448.0,4.0,33.0,190.0,190.0
leathha01,152.0,68.0,21.75,0.08,21.83,0,0.0,3.5,7.5,2.0,10.5,11.5,11.5
leboube01,175.0,71.0,23.08,10.08,33.17,0,0.275,5.6,74.2,5.0,6.6,157.6,157.6
lecroma01,225.0,74.0,24.33,7.42,31.75,0,0.26,1.25,74.188,16.0,2.688,86.75,86.75
ledeeri01,190.0,74.0,24.58,9.08,33.67,0,0.243,1.5,68.643,14.0,1.429,145.0,145.0
ledesaa01,200.0,74.0,24.08,4.92,29.0,0,0.296,1.588,24.471,17.0,30.647,44.35,44.35
leebi01,165.0,69.0,21.25,1.42,22.67,0,0.0,0.333,15.0,3.0,1.667,23.33,23.33
leebr01,185.0,70.0,24.58,0.08,24.67,0,0.0,0.0,7.0,1.0,0.0,17.0,17.0
leeca01,270.0,74.0,22.92,13.42,36.33,3,0.285,3.15,249.35,20.0,14.7,399.15,399.15
leecl01,175.0,73.0,22.75,7.33,30.08,0,0.3,2.333,84.556,18.0,5.889,87.94,87.94
leeda02,250.0,76.0,33.83,0.5,34.33,0,0.253,2.0,554.0,1.0,28.0,292.0,292.0
leede01,200.0,73.0,26.92,0.08,27.0,0,0.0,0.0,15.0,1.0,0.0,33.0,33.0
leede02,240.0,77.0,21.58,14.42,36.0,4,0.281,5.765,877.059,17.0,80.412,409.53,409.53
leedu01,150.0,69.0,21.17,5.5,26.67,0,0.223,12.571,75.429,7.0,94.571,104.57,104.57
leeha01,180.0,71.0,25.17,6.42,31.58,0,0.275,6.0,189.556,9.0,5.444,305.56,305.56
leekge01,185.0,72.0,22.75,3.42,26.17,0,0.221,2.333,14.0,6.0,28.167,41.5,41.5
leele02,196.0,72.0,21.5,7.08,28.58,0,0.25,2.9,70.8,10.0,2.8,161.7,161.7
leema02,145.0,70.0,19.83,10.0,29.83,0,0.255,3.783,62.783,23.0,97.043,117.09,117.09
leepeda01,170.0,71.0,24.92,1.08,26.0,0,0.0,0.5,8.5,2.0,0.0,17.0,17.0
leesge01,150.0,69.0,26.25,0.33,26.58,0,0.0,2.0,32.0,1.0,7.0,42.0,42.0
leete01,215.0,77.0,28.5,0.92,29.42,0,0.0,0.0,18.0,2.0,3.5,9.5,9.5
leetr01,205.0,75.0,22.83,8.5,31.33,0,0.256,2.385,633.769,13.0,45.154,287.69,287.69
lefebji01,180.0,72.0,23.25,7.42,30.67,1,0.251,4.55,80.4,20.0,103.5,150.7,150.7
lefebjo01,170.0,70.0,24.25,6.0,30.25,0,0.258,1.0,36.143,14.0,7.786,77.93,77.93
lefeval01,160.0,70.0,21.75,0.33,22.08,0,0.0,0.0,4.0,3.0,9.667,9.0,9.0
leflewa01,162.0,71.0,27.83,0.42,28.25,0,0.0,0.0,2.0,1.0,0.0,8.0,8.0
lefloro01,200.0,72.0,26.17,8.08,34.25,0,0.288,9.556,280.111,9.0,9.889,495.33,495.33
legetlo01,166.0,70.0,27.92,6.0,33.92,0,0.202,2.667,32.667,3.0,7.667,41.33,41.33
legggr01,185.0,73.0,26.0,1.17,27.17,0,0.0,0.2,1.4,5.0,3.4,4.0,4.0
lehanmi01,180.0,73.0,25.0,1.5,26.5,0,0.213,27.5,1396.0,2.0,72.0,511.5,511.5
lehnepa01,160.0,69.0,26.17,5.75,31.92,0,0.257,2.0,105.5,12.0,2.917,147.33,147.33
lehrcl01,165.0,71.0,25.0,0.42,25.42,0,0.0,0.333,3.333,3.0,2.667,9.0,9.0
leibone01,157.0,66.0,21.17,12.5,33.67,0,0.266,6.312,144.938,16.0,11.062,260.44,260.44
leifeel01,170.0,69.0,28.33,0.0,28.33,0,0.0,0.0,0.5,2.0,0.5,5.0,5.0
leighjo01,170.0,71.0,28.75,0.0,28.75,0,0.0,1.0,15.0,1.0,0.0,27.0,27.0
leiped01,160.0,69.0,28.83,2.58,31.42,0,0.0,1.5,6.75,4.0,11.25,15.5,15.5
leiussc01,180.0,75.0,25.0,8.83,33.83,0,0.244,2.524,18.714,21.0,41.333,73.14,73.14
lejafr01,205.0,76.0,18.25,7.92,26.17,0,0.0,0.667,14.333,3.0,1.0,1.67,1.67
lejeula01,185.0,72.0,25.83,4.0,29.83,0,0.0,2.5,26.0,2.0,2.0,42.0,42.0
lejohdo01,175.0,70.0,31.08,0.33,31.42,0,0.0,2.0,9.0,1.0,38.0,78.0,78.0
lelivja01,175.0,71.0,23.58,5.0,28.58,0,0.301,2.9,64.0,10.0,5.4,115.4,115.4
lemahdj01,220.0,76.0,22.83,9.33,32.17,2,0.302,2.273,89.091,22.0,133.727,183.95,183.95
lemasjo01,165.0,74.0,21.25,11.83,33.08,0,0.223,10.0,86.389,18.0,157.333,176.39,176.39
lembost01,185.0,73.0,23.83,2.0,25.83,0,0.0,0.0,12.5,2.0,1.5,5.5,5.5
lemkema01,167.0,70.0,23.08,9.67,32.75,0,0.246,4.867,117.333,15.0,178.067,215.33,215.33
lemonch01,190.0,72.0,20.58,15.08,35.67,0,0.273,4.556,277.667,18.0,6.778,381.56,381.56
lemonji01,200.0,76.0,22.42,13.08,35.5,0,0.262,4.75,112.438,16.0,3.625,215.31,215.31
lenhado01,190.0,75.0,27.5,4.42,31.92,0,0.271,1.294,73.706,17.0,5.235,87.12,87.12
lennobi01,145.0,67.0,26.33,2.17,28.5,0,0.215,4.125,17.25,8.0,1.875,15.12,15.12
lennobo01,200.0,72.0,26.0,2.67,28.67,0,0.0,1.5,12.5,2.0,1.0,38.0,38.0
lennoed01,174.0,70.0,22.75,9.17,31.92,0,0.274,9.0,79.5,6.0,102.5,230.5,230.5
lennopa01,200.0,74.0,23.42,7.75,31.17,0,0.267,0.667,17.667,6.0,0.167,31.17,31.17
lentiji01,175.0,72.0,24.17,2.08,26.25,0,0.263,1.0,29.5,4.0,1.5,51.25,51.25
leonaan01,168.0,67.0,24.92,9.17,34.08,0,0.299,11.32,34.56,25.0,18.6,95.76,95.76
leonaje01,200.0,74.0,22.0,13.08,35.08,1,0.266,3.1,109.55,20.0,4.05,252.25,252.25
leonajo01,156.0,67.0,20.42,6.0,26.42,0,0.227,3.167,37.333,12.0,29.333,65.75,65.75
leonama01,195.0,73.0,25.92,5.25,31.17,0,0.227,0.333,21.167,6.0,0.333,53.5,53.5
leoned01,170.0,72.0,22.08,6.67,28.75,0,0.236,4.733,73.2,15.0,103.6,124.07,124.07
leoneju01,210.0,73.0,27.33,2.0,29.33,0,0.216,4.5,14.0,2.0,24.5,51.0,51.0
leonjo01,175.0,72.0,25.5,2.25,27.75,0,0.225,0.571,40.571,7.0,8.714,29.86,29.86
leonsa01,235.0,70.0,23.17,8.33,31.5,0,0.221,1.4,313.0,10.0,18.6,116.8,116.8
leovijo01,200.0,72.0,23.0,0.0,23.0,0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
lepcite01,177.0,70.0,22.75,9.42,32.17,0,0.245,4.04,47.24,25.0,61.68,83.6,83.6
lepinpe01,142.0,70.0,25.83,0.17,26.0,0,0.0,1.5,38.5,2.0,4.5,48.0,48.0
leppedo01,175.0,68.0,24.42,0.42,24.83,0,0.0,6.0,52.0,1.0,37.0,70.0,70.0
leppedo02,220.0,74.0,29.67,3.25,32.92,0,0.229,3.25,198.75,4.0,17.0,133.0,133.0
lerchge01,175.0,71.0,29.33,1.42,30.75,0,0.0,0.0,8.0,2.0,0.0,24.5,24.5
leriawa01,170.0,71.0,25.17,1.5,26.67,0,0.246,6.0,255.0,2.0,65.0,256.0,256.0
lerudst01,220.0,73.0,27.83,0.83,28.67,0,0.0,0.0,14.0,2.0,0.0,5.0,5.0
leshebr01,205.0,77.0,25.42,6.08,31.5,0,0.224,0.556,20.667,9.0,1.556,29.22,29.22
lesliro01,175.0,73.0,23.08,5.08,28.17,0,0.266,7.0,546.0,3.0,23.333,185.33,185.33
leslisa01,192.0,72.0,24.25,8.92,33.17,0,0.305,6.3,552.3,10.0,36.6,245.9,245.9
letchch01,150.0,70.0,23.92,7.0,30.92,0,0.234,3.667,42.333,6.0,57.833,76.83,76.83
levanje01,172.0,72.0,21.17,7.67,28.83,0,0.0,0.0,2.667,3.0,0.333,11.67,11.67
leveyji01,154.0,70.0,24.0,3.08,27.08,0,0.23,37.25,217.75,4.0,322.75,408.0,408.0
levisch01,180.0,71.0,23.83,1.5,25.33,0,0.227,11.5,241.25,4.0,6.25,96.75,96.75
levisje01,180.0,69.0,24.0,9.5,33.5,0,0.255,0.75,133.125,8.0,8.75,81.75,81.75
levyed01,190.0,77.0,23.5,4.17,27.67,0,0.216,2.0,94.5,2.0,6.5,97.0,97.0
lewisal01,170.0,72.0,25.33,6.42,31.75,0,0.0,0.25,3.0,4.0,0.0,7.0,7.0
lewisbi01,165.0,69.0,28.67,3.25,31.92,0,0.0,0.667,31.0,3.0,4.333,32.33,32.33
lewisbu01,175.0,73.0,19.08,14.0,33.08,0,0.297,15.769,151.077,13.0,113.923,404.69,404.69
lewisda01,180.0,72.0,23.0,11.92,34.92,1,0.25,1.067,185.2,15.0,2.8,272.07,272.07
lewisfr01,194.0,70.0,22.75,5.08,27.83,0,0.296,11.625,66.625,8.0,8.125,164.75,164.75
lewisfr02,205.0,74.0,25.75,6.08,31.83,0,0.266,2.143,97.857,7.0,2.571,223.14,223.14
lewisja01,158.0,68.0,27.58,4.08,31.67,0,0.247,6.375,60.5,8.0,66.875,85.5,85.5
lewisjo01,189.0,73.0,24.67,3.17,27.83,0,0.227,2.5,100.5,4.0,5.0,192.75,192.75
lewisky01,205.0,76.0,24.17,1.0,25.17,0,0.0,1.0,43.0,1.0,0.0,71.0,71.0
lewisma01,190.0,73.0,21.42,10.08,31.5,0,0.263,4.522,46.783,23.0,83.783,121.52,121.52
lewisph01,195.0,72.0,21.5,3.42,24.92,0,0.242,49.5,250.25,4.0,372.0,443.75,443.75
leybado01,200.0,71.0,23.75,0.25,24.0,0,0.0,0.333,2.667,3.0,5.0,8.33,8.33
leyriji01,190.0,72.0,26.5,10.25,36.75,0,0.264,0.886,65.886,44.0,7.614,57.43,57.43
lezcaca01,185.0,74.0,24.58,1.17,25.75,0,0.186,2.0,38.5,2.0,1.5,51.0,51.0
lezcasi01,165.0,70.0,20.83,11.0,31.83,1,0.271,3.923,184.692,13.0,8.154,318.0,318.0
librafr01,168.0,72.0,21.33,0.0,21.33,0,0.0,0.0,4.0,1.0,10.0,10.0,10.0
liddeda01,190.0,72.0,24.0,0.0,24.0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
liddial01,225.0,76.0,23.08,1.75,24.83,0,0.208,1.2,21.0,5.0,12.2,34.6,34.6
liebemi01,170.0,72.0,22.42,13.25,35.67,1,0.274,5.143,559.214,14.0,35.0,301.29,301.29
liefeje01,195.0,75.0,24.67,6.42,31.08,0,0.23,1.0,47.067,15.0,4.733,51.93,51.93
lillabi01,170.0,70.0,21.67,1.0,22.67,0,0.244,8.0,41.667,3.0,60.667,75.0,75.0
lillibo01,160.0,71.0,28.17,9.08,37.25,0,0.236,4.071,42.571,28.0,65.179,83.14,83.14
lillibr01,185.0,71.0,24.58,5.33,29.92,0,0.205,0.929,16.857,28.0,9.964,25.29,25.29
limmelo01,190.0,74.0,26.08,3.42,29.5,0,0.202,7.0,523.5,2.0,48.0,265.0,265.0
linarru01,170.0,72.0,30.17,4.5,34.67,0,0.27,1.5,59.5,4.0,3.0,136.25,136.25
linch01,180.0,72.0,23.58,0.5,24.08,0,0.0,0.0,6.0,1.0,0.0,12.0,12.0
lindad01,195.0,74.0,23.17,11.08,34.25,1,0.272,2.429,354.214,14.0,24.857,326.93,326.93
lindca01,160.0,72.0,24.0,2.75,26.75,0,0.272,9.286,93.0,7.0,119.286,140.14,140.14
lindebo01,175.0,72.0,23.17,0.0,23.17,0,0.0,2.0,2.0,1.0,1.0,9.0,9.0
lindeji01,200.0,73.0,24.67,7.92,32.58,0,0.244,0.588,35.471,17.0,2.353,39.76,39.76
lindeto01,225.0,74.0,23.17,4.08,27.25,0,0.231,1.0,42.333,6.0,0.5,83.67,83.67
lindewa01,190.0,73.0,26.08,0.08,26.17,0,0.0,0.0,5.0,1.0,0.0,5.0,5.0
lindja01,170.0,72.0,28.25,1.0,29.25,0,0.0,0.8,6.8,5.0,8.6,7.4,7.4
lindjo01,155.0,71.0,23.25,8.0,31.25,1,0.254,6.2,218.3,10.0,309.4,367.7,367.7
lindofr01,190.0,71.0,21.58,5.25,26.83,4,0.288,11.2,181.0,5.0,356.0,580.8,580.8
lindsbi01,165.0,70.0,30.33,0.08,30.42,0,0.0,3.5,7.0,2.0,20.5,33.0,33.0
lindsbi02,195.0,75.0,27.25,0.08,27.33,0,0.0,0.0,28.0,1.0,4.0,16.0,16.0
lindsch01,190.0,72.0,27.0,1.25,28.25,0,0.242,13.5,480.75,4.0,40.25,207.0,207.0
lindsch02,175.0,71.0,22.0,0.0,22.0,0,0.0,0.0,2.0,1.0,0.0,1.0,1.0
lindsdo01,200.0,74.0,24.08,2.0,26.08,0,0.0,0.0,4.667,3.0,0.0,0.67,0.67
lindsfr01,170.0,71.0,18.42,12.08,30.5,4,0.311,6.476,103.667,21.0,77.524,267.19,267.19
lindsjo01,255.0,74.0,33.67,0.08,33.75,0,0.0,0.0,8.0,1.0,1.0,12.0,12.0
lindsro01,175.0,68.0,24.67,0.08,24.75,0,0.0,0.0,2.0,1.0,0.0,3.0,3.0
liniaco01,181.0,73.0,23.08,0.58,23.67,0,0.0,0.0,8.0,1.0,8.0,29.0,29.0
lintobo01,185.0,72.0,27.0,0.42,27.42,0,0.0,0.0,6.0,1.0,3.0,18.0,18.0
lintz01,180.0,69.0,23.33,3.25,26.58,0,0.248,0.5,4.8,10.0,9.5,14.1,14.1
lintzla01,150.0,69.0,23.75,4.83,28.58,0,0.228,2.643,26.0,14.0,38.357,43.93,43.93
linzph01,180.0,73.0,22.83,6.42,29.25,0,0.235,2.5,22.538,26.0,34.423,52.77,52.77
liponjo01,175.0,72.0,19.75,11.67,31.42,0,0.259,9.4,90.6,15.0,144.0,177.33,177.33
liriane01,165.0,70.0,23.17,10.75,33.92,0,0.262,2.385,41.5,26.0,57.231,84.58,84.58
liriary01,230.0,72.0,23.17,3.17,26.33,0,0.22,2.0,40.5,2.0,1.5,75.0,75.0
lisiri01,175.0,72.0,25.17,0.0,25.17,0,0.0,0.0,9.0,1.0,0.0,16.0,16.0
lisjo01,175.0,72.0,24.08,6.67,30.75,0,0.233,1.308,107.308,13.0,8.0,60.0,60.0
listapa01,170.0,69.0,24.58,5.17,29.75,1,0.251,3.6,52.467,15.0,76.867,118.13,118.13
listepe01,190.0,72.0,26.17,0.08,26.25,0,0.0,6.0,219.0,1.0,10.0,65.0,65.0
littlbr01,160.0,70.0,22.75,4.25,27.0,0,0.245,1.769,38.385,13.0,54.846,70.92,70.92
littlde01,200.0,74.0,23.75,2.25,26.0,0,0.203,2.333,139.0,3.0,17.0,74.0,74.0
littlja01,175.0,71.0,21.33,0.0,21.33,0,0.0,0.0,6.0,1.0,1.0,12.0,12.0
littlma01,195.0,72.0,26.17,5.83,32.0,0,0.25,0.333,22.5,6.0,1.0,40.67,40.67
littlsc01,198.0,72.0,26.5,0.08,26.58,0,0.0,0.0,1.0,1.0,1.0,4.0,4.0
littrja01,179.0,72.0,23.25,5.42,28.67,0,0.206,2.111,17.556,9.0,22.889,28.11,28.11
litwhda01,198.0,70.0,23.67,11.42,35.08,0,0.281,2.438,121.375,16.0,6.188,218.06,218.06
livinmi01,185.0,73.0,23.83,13.0,36.83,0,0.238,1.833,101.556,18.0,11.889,82.78,82.78
livinpa01,197.0,68.0,21.67,15.75,37.42,0,0.21,5.571,133.571,7.0,42.429,81.71,81.71
livinsc01,190.0,72.0,26.0,7.17,33.17,0,0.281,1.889,35.222,18.0,29.611,85.17,85.17
lizotab01,174.0,68.0,26.42,0.0,26.42,0,0.0,3.0,53.0,1.0,6.0,29.0,29.0
llenawi01,165.0,70.0,24.92,7.08,32.0,0,0.23,0.667,12.267,15.0,8.4,35.4,35.4
loanebo01,190.0,72.0,24.92,0.83,25.75,0,0.0,0.5,13.5,2.0,2.0,11.0,11.0
loanmi01,185.0,71.0,18.0,0.0,18.0,0,0.0,0.0,1.0,1.0,0.0,2.0,2.0
lobatjo01,212.0,73.0,24.75,9.17,33.92,0,0.215,2.1,284.1,10.0,18.3,113.4,113.4
loberfr01,180.0,72.0,30.58,0.0,30.58,0,0.0,1.5,8.5,2.0,2.5,15.0,15.0
loberha01,170.0,69.0,21.92,14.08,36.0,2,0.274,9.5,68.269,26.0,84.308,175.5,175.5
locasti01,195.0,73.0,25.17,3.0,28.17,0,0.247,0.333,37.333,3.0,0.333,74.33,74.33
lockdo01,195.0,74.0,26.0,7.25,33.25,0,0.239,4.5,179.9,10.0,6.1,269.1,269.1
lockhke01,170.0,70.0,29.42,9.42,38.83,0,0.261,2.273,36.227,22.0,63.636,103.09,103.09
locklge01,165.0,70.0,23.75,4.5,28.25,0,0.274,1.286,31.571,7.0,1.0,85.0,85.0
locklst01,190.0,73.0,26.92,0.92,27.83,0,0.0,0.0,2.0,2.0,0.0,12.0,12.0
lockmwh01,175.0,73.0,19.0,14.92,33.92,0,0.279,4.133,280.567,30.0,19.733,198.0,198.0
lodigda01,150.0,68.0,21.83,8.33,30.17,0,0.26,10.25,73.125,8.0,114.375,170.38,170.38
loducpa01,193.0,70.0,26.17,10.25,36.42,1,0.286,2.885,264.577,26.0,20.462,149.69,149.69
loeppge01,170.0,71.0,26.92,1.92,28.83,0,0.249,3.0,62.0,2.0,2.5,92.5,92.5
loftoja01,170.0,70.0,27.5,0.08,27.58,0,0.0,2.0,9.0,1.0,14.0,26.0,26.0
loftoke01,180.0,72.0,24.33,16.0,40.33,4,0.299,3.95,242.8,20.0,7.1,406.0,406.0
