playerID,weight,height,startingAge,timePlayed,endingAge,awards,battingAverage,errorsPerYear,outsPerYear,yearsplayed,assistsPerYear,AVGAtBats,AVGHits
breamsi01,215.0,76.0,23.08,10.83,33.92,1,0.264,4.929,531.214,14.0,56.143,222.0,222.0
breazji01,210.0,74.0,19.92,8.83,28.75,0,0.225,0.4,56.2,5.0,1.6,35.6,35.6
bredebr01,190.0,76.0,25.0,2.0,27.0,0,0.251,1.6,67.2,5.0,3.4,84.4,84.4
breedda01,185.0,71.0,27.08,1.92,29.0,0,0.0,2.5,81.0,2.0,5.5,36.5,36.5
breedha01,200.0,74.0,26.83,4.42,31.25,0,0.243,2.333,204.667,6.0,16.167,101.33,101.33
breedma01,175.0,72.0,26.08,3.42,29.5,0,0.25,4.636,70.545,11.0,84.636,115.27,115.27
bregmal01,192.0,72.0,22.33,4.17,26.5,0,0.286,3.923,29.923,13.0,77.769,146.54,146.54
bremehe01,195.0,72.0,23.92,2.0,25.92,0,0.212,2.0,79.667,3.0,12.0,64.33,64.33
brenlbo01,210.0,74.0,27.5,8.17,35.67,0,0.247,3.625,171.125,24.0,21.375,108.96,108.96
brentbr01,215.0,72.0,25.75,1.92,27.67,0,0.0,0.5,19.5,2.0,0.5,43.5,43.5
brenzbi01,173.0,70.0,22.08,3.42,25.5,0,0.198,1.333,79.0,3.0,10.0,72.33,72.33
bressed01,175.0,73.0,24.08,11.25,35.33,0,0.252,7.077,70.269,26.0,109.192,141.23,141.23
bretoji01,178.0,70.0,22.08,1.92,24.0,0,0.199,5.167,17.833,6.0,34.5,49.5,49.5
brettge01,185.0,72.0,20.25,20.17,40.42,14,0.305,7.892,148.73,37.0,107.676,279.7,279.7
brettry01,180.0,69.0,23.5,0.0,23.5,0,0.0,1.0,3.0,1.0,3.0,3.0,3.0
brewemi01,190.0,77.0,26.67,0.08,26.75,0,0.0,0.0,9.0,1.0,0.0,18.0,18.0
breweto02,190.0,71.0,26.75,0.08,26.83,0,0.0,0.0,9.0,1.0,0.0,37.0,37.0
brewsch01,175.0,68.0,26.42,3.0,29.42,0,0.223,6.5,25.75,4.0,35.5,52.75,52.75
bricejo01,225.0,73.0,25.67,2.33,28.0,0,0.239,1.0,135.0,2.0,16.0,58.5,58.5
brickfr01,160.0,67.0,19.75,6.75,26.5,0,0.281,3.333,94.333,9.0,3.556,160.89,160.89
brickfr02,157.0,65.0,23.08,3.08,26.17,0,0.0,2.75,11.5,4.0,17.5,22.0,22.0
brickge01,180.0,69.0,19.17,0.08,19.25,0,0.0,0.0,2.0,1.0,0.0,12.0,12.0
brideji01,165.0,72.0,24.58,6.0,30.58,0,0.252,2.765,21.647,17.0,30.294,36.47,36.47
bridgro01,170.0,68.0,23.67,10.5,34.17,0,0.247,2.868,36.342,38.0,51.895,59.76,59.76
bridwal01,170.0,69.0,21.25,10.42,31.67,0,0.255,19.7,122.95,20.0,180.6,208.45,208.45
briefbu01,185.0,72.0,20.17,4.75,24.92,0,0.223,4.167,242.5,6.0,13.667,94.83,94.83
briggch01,170.0,67.0,23.67,0.25,23.92,0,0.17,8.0,22.667,3.0,10.0,60.67,60.67
briggda01,180.0,72.0,22.83,6.83,29.67,0,0.195,1.308,78.615,13.0,5.923,52.92,52.92
brigggr01,170.0,71.0,25.08,5.17,30.25,0,0.165,4.5,40.25,8.0,13.5,46.88,46.88
briggjo02,190.0,73.0,20.08,11.42,31.5,0,0.253,3.65,169.45,20.0,9.2,205.85,205.85
brighha01,190.0,72.0,28.83,6.92,35.75,0,0.257,2.0,84.0,14.0,15.571,59.57,59.57
brignre01,197.0,74.0,22.5,7.83,30.33,0,0.221,1.136,15.136,22.0,29.227,39.82,39.82
brilegr01,175.0,69.0,23.08,5.25,28.33,0,0.253,1.909,64.545,11.0,5.636,138.0,138.0
brinkbi01,190.0,73.0,28.67,0.08,28.75,0,0.0,1.0,3.5,2.0,2.0,9.0,9.0
brinkch01,185.0,73.0,24.83,5.08,29.92,0,0.172,1.0,73.286,7.0,8.429,38.14,38.14
brinked01,170.0,72.0,19.75,14.0,33.75,1,0.224,11.348,127.652,23.0,239.13,262.74,262.74
brinkle01,185.0,71.0,25.5,0.08,25.58,0,0.0,1.0,4.0,1.0,17.0,22.0,22.0
brinsle01,212.0,77.0,23.08,3.25,26.33,0,0.183,4.667,150.333,3.0,2.333,218.33,218.33
briodfa01,190.0,68.0,21.83,8.08,29.92,0,0.229,11.444,88.5,18.0,28.889,65.67,65.67
bristge01,170.0,70.0,28.92,0.08,29.0,0,0.0,0.0,4.0,1.0,1.0,8.0,8.0
britobe01,190.0,73.0,28.75,2.75,31.5,0,0.0,0.5,7.5,2.0,0.5,36.5,36.5
britojo01,190.0,73.0,28.83,1.0,29.83,0,0.0,0.5,72.5,2.0,6.5,32.5,32.5
britoju01,205.0,71.0,22.5,2.42,24.92,0,0.216,2.5,213.5,2.0,16.5,97.0,97.0
britoso01,205.0,74.0,23.0,3.67,26.67,0,0.179,1.25,26.75,4.0,0.75,51.75,51.75
britoti01,170.0,72.0,23.92,1.42,25.33,0,0.238,1.125,13.875,8.0,22.875,31.5,31.5
brittgu01,192.0,70.0,27.67,0.17,27.83,0,0.0,0.0,3.0,1.0,1.0,6.0,6.0
brockgr01,200.0,75.0,25.25,8.75,34.0,0,0.248,5.1,757.8,10.0,68.4,320.2,320.2
brockjo01,165.0,66.0,20.83,1.08,21.92,0,0.0,1.333,17.0,3.0,8.0,22.33,22.33
brocklo01,170.0,71.0,22.25,18.0,40.25,7,0.293,9.8,219.7,20.0,7.1,516.6,516.6
brockta01,170.0,75.0,26.25,0.08,26.33,0,0.0,1.0,8.0,1.0,0.0,12.0,12.0
brodist01,180.0,71.0,21.58,12.5,34.08,0,0.303,9.312,198.25,16.0,15.438,356.44,356.44
brognri01,205.0,74.0,22.33,8.92,31.25,0,0.269,3.3,628.2,10.0,60.9,295.8,295.8
brohaja01,165.0,70.0,22.17,8.42,30.58,0,0.245,5.0,88.438,16.0,120.5,156.25,156.25
bronkhe01,165.0,69.0,25.5,11.92,37.42,0,0.252,2.5,14.6,10.0,20.9,34.5,34.5
brookbo01,165.0,68.0,23.83,3.75,27.58,0,0.231,0.75,19.75,4.0,0.5,35.75,35.75
brookhu01,178.0,72.0,24.0,13.83,37.83,2,0.269,9.8,96.75,20.0,101.55,298.7,298.7
brookje01,195.0,72.0,26.5,3.0,29.5,0,0.0,0.333,0.667,3.0,0.0,4.67,4.67
brookma01,165.0,69.0,27.75,1.08,28.83,0,0.27,3.0,136.0,2.0,5.5,198.5,198.5
brookto01,165.0,70.0,25.92,11.17,37.08,0,0.246,4.842,29.474,38.0,63.289,101.71,101.71
brosisc01,200.0,73.0,25.0,10.17,35.17,4,0.257,3.5,35.853,34.0,53.559,114.38,114.38
brosksi01,200.0,71.0,29.5,0.0,29.5,0,0.0,2.0,23.0,1.0,6.0,22.0,22.0
brottto01,176.0,72.0,25.0,5.42,30.42,0,0.221,0.8,27.4,5.0,9.0,26.2,26.2
brougca01,180.0,70.0,22.42,4.92,27.33,0,0.194,4.125,26.75,8.0,6.875,17.38,17.38
brouhma01,210.0,73.0,23.92,5.5,29.42,0,0.259,1.143,72.857,7.0,2.857,129.86,129.86
brousbe01,220.0,74.0,25.75,5.92,31.67,0,0.263,4.0,427.4,10.0,30.4,213.6,213.6
browebo01,185.0,71.0,26.67,2.67,29.33,0,0.242,3.0,89.5,4.0,1.5,145.5,145.5
browelo01,155.0,70.0,30.92,0.08,31.0,0,0.0,5.0,20.5,2.0,20.0,31.0,31.0
brownad01,175.0,72.0,23.25,9.0,32.25,0,0.258,1.667,66.778,9.0,2.222,126.0,126.0
brownan02,200.0,72.0,26.75,3.0,29.75,0,0.22,0.8,26.4,5.0,1.4,65.6,65.6
brownbi01,185.0,68.0,19.08,0.08,19.17,0,0.0,1.0,10.0,1.0,0.0,20.0,20.0
brownbo03,180.0,73.0,21.92,7.75,29.67,0,0.279,4.533,29.6,15.0,52.0,107.93,107.93
brownbo04,190.0,74.0,24.92,6.5,31.42,0,0.247,3.375,99.0,8.0,2.375,158.38,158.38
brownbr01,220.0,75.0,25.0,4.17,29.17,0,0.247,1.273,67.818,11.0,3.636,96.0,96.0
brownby01,190.0,74.0,22.75,6.75,29.5,0,0.238,1.5,53.625,8.0,1.375,107.88,107.88
brownch02,185.0,72.0,23.08,4.67,27.75,0,0.269,7.222,35.444,9.0,83.556,169.22,169.22
brownco01,200.0,73.0,25.83,2.92,28.75,0,0.0,0.0,7.333,3.0,0.0,12.33,12.33
brownda01,184.0,72.0,25.5,3.42,28.92,0,0.274,0.5,85.75,4.0,1.5,147.75,147.75
brownde02,235.0,72.0,20.5,9.0,29.5,0,0.235,1.0,44.25,8.0,1.25,101.0,101.0
browndi01,176.0,74.0,22.42,8.33,30.75,0,0.244,4.222,350.0,9.0,26.889,207.33,207.33
browndo01,225.0,77.0,22.83,5.17,28.0,0,0.246,2.167,111.833,6.0,4.167,265.17,265.17
browndr01,180.0,72.0,28.25,2.5,30.75,0,0.241,4.6,82.2,5.0,28.8,63.8,63.8
brownea01,175.0,72.0,24.5,2.67,27.17,0,0.284,1.286,75.429,7.0,6.571,65.86,65.86
browned02,190.0,75.0,29.17,8.0,37.17,0,0.303,6.556,209.556,9.0,4.222,322.44,322.44
brownem01,195.0,74.0,22.33,12.17,34.5,0,0.258,2.417,96.667,12.0,4.0,187.42,187.42
brownfr01,190.0,70.0,22.08,0.92,23.0,0,0.0,0.0,4.0,2.0,1.0,10.0,10.0
brownga01,220.0,71.0,24.08,12.25,36.33,0,0.257,1.417,57.75,12.0,1.917,188.5,188.5
brownga02,190.0,73.0,26.0,0.0,26.0,0,0.0,0.0,7.0,1.0,0.0,7.0,7.0
brownge01,160.0,70.0,25.67,10.75,36.42,0,0.273,9.786,115.643,14.0,9.214,307.14,307.14
brownik01,190.0,72.0,27.17,4.92,32.08,0,0.257,1.095,24.286,21.0,9.524,25.43,25.43
brownja02,200.0,74.0,27.17,0.33,27.5,0,0.0,2.0,11.0,1.0,1.0,43.0,43.0
brownja03,165.0,67.0,24.33,4.25,28.58,0,0.203,0.8,35.2,5.0,0.4,45.4,45.4
brownje01,140.0,70.0,20.58,9.08,29.67,0,0.271,4.227,73.045,22.0,78.045,145.0,145.0
brownje02,226.0,70.0,26.92,0.08,27.0,0,0.0,0.0,2.0,1.0,0.0,10.0,10.0
brownji02,178.0,72.0,24.5,1.0,25.5,0,0.0,1.0,8.0,2.0,1.0,22.0,22.0
brownji03,165.0,68.0,27.0,9.42,36.42,3,0.279,7.727,74.818,22.0,104.136,159.64,159.64
brownjo05,220.0,72.0,26.67,2.83,29.5,0,0.225,0.0,43.5,2.0,1.5,51.0,51.0
brownke04,200.0,74.0,23.42,6.0,29.42,0,0.261,0.571,54.286,7.0,4.143,26.29,26.29
brownla01,160.0,70.0,23.33,11.17,34.5,0,0.233,5.556,61.667,27.0,95.741,127.74,127.74
brownle02,185.0,72.0,27.5,0.42,27.92,0,0.0,0.0,46.0,1.0,3.0,70.0,70.0
brownli01,160.0,70.0,26.0,0.25,26.25,0,0.27,12.0,73.0,1.0,106.0,115.0,115.0
brownma03,190.0,73.0,25.67,1.67,27.33,0,0.0,0.5,1.0,4.0,7.75,15.25,15.25
brownma05,200.0,72.0,24.75,1.33,26.08,0,0.0,0.667,1.667,3.0,4.0,6.33,6.33
brownmi02,195.0,74.0,23.58,5.25,28.83,0,0.265,2.667,69.0,6.0,3.167,150.5,150.5
brownol01,160.0,72.0,23.25,3.0,26.25,0,0.0,1.333,7.0,3.0,0.0,5.0,5.0
brownol02,178.0,74.0,21.58,12.0,33.58,0,0.265,2.294,95.412,17.0,4.176,214.24,214.24
brownos01,175.0,72.0,23.58,4.0,27.58,0,0.244,2.2,32.0,5.0,1.8,63.2,63.2
brownpi01,190.0,73.0,33.08,0.25,33.33,0,0.21,3.0,155.0,1.0,15.0,100.0,100.0
brownra02,170.0,67.0,26.08,1.0,27.08,0,0.0,0.0,15.333,3.0,1.667,8.33,8.33
brownro01,195.0,71.0,23.75,3.33,27.08,0,0.251,1.0,39.0,4.0,0.75,110.5,110.5
brownse01,223.0,73.0,27.08,1.08,28.17,0,0.0,0.0,22.0,2.0,2.0,37.5,37.5
brownto02,170.0,73.0,16.67,9.08,25.75,0,0.241,4.273,31.682,22.0,25.909,58.18,58.18
brownto03,190.0,73.0,22.33,0.42,22.75,0,0.147,0.0,60.0,2.0,3.5,58.0,58.0
browntr01,193.0,74.0,23.83,1.0,24.83,0,0.236,1.0,131.0,3.0,11.0,70.67,70.67
brownwi02,200.0,71.0,32.08,0.08,32.17,0,0.0,0.0,41.0,1.0,0.0,67.0,67.0
broxtke01,200.0,75.0,25.33,4.0,29.33,0,0.209,2.0,86.857,7.0,1.143,129.0,129.0
brubabi01,185.0,74.0,21.83,10.83,32.67,0,0.266,4.15,30.4,20.0,41.8,77.55,77.55
bruceja01,230.0,75.0,21.08,12.33,33.42,2,0.245,2.9,165.5,20.0,6.3,291.7,291.7
bruckea01,175.0,71.0,35.92,6.08,42.0,0,0.29,3.2,141.6,5.0,19.0,141.2,141.2
bruckea02,210.0,74.0,23.17,0.0,23.17,0,0.0,0.0,6.0,1.0,1.0,6.0,6.0
bruetjt01,175.0,71.0,24.67,0.92,25.58,0,0.0,1.5,29.0,2.0,0.5,48.0,48.0
bruggfr01,195.0,71.0,29.92,4.17,34.08,0,0.277,5.714,72.143,7.0,21.429,88.57,88.57
brugmja01,190.0,72.0,25.42,0.17,25.58,0,0.266,2.0,85.0,1.0,1.0,143.0,143.0
brumbcl01,205.0,74.0,27.08,0.17,27.25,0,0.0,0.0,10.5,2.0,0.0,18.0,18.0
brumfja01,170.0,72.0,26.92,7.42,34.33,0,0.257,2.4,93.0,10.0,4.6,157.5,157.5
brumlmi01,195.0,70.0,25.75,2.42,28.17,0,0.229,3.333,341.0,3.0,24.333,220.0,220.0
brumlmi02,165.0,70.0,24.17,8.33,32.5,0,0.207,1.28,9.84,25.0,20.16,25.36,25.36
brummgl01,200.0,72.0,26.5,4.42,30.92,0,0.251,1.833,89.5,6.0,6.0,57.83,57.83
brunato01,210.0,76.0,20.67,13.33,34.0,0,0.245,2.952,178.381,21.0,6.095,299.48,299.48
brunsar01,195.0,72.0,26.08,0.08,26.17,0,0.0,0.0,4.0,1.0,0.0,3.0,3.0
brunter01,200.0,72.0,25.25,6.33,31.58,0,0.231,1.103,13.034,29.0,15.759,27.21,27.21
brutobi01,169.0,72.0,27.42,11.5,38.92,0,0.273,6.417,325.417,12.0,8.75,504.67,504.67
bruyeed01,170.0,70.0,27.0,0.08,27.08,0,0.0,2.25,8.75,4.0,3.5,20.5,20.5
bryanbi01,200.0,76.0,22.75,6.83,29.58,0,0.216,2.455,136.182,11.0,10.364,88.0,88.0
bryande01,185.0,71.0,27.5,0.42,27.92,0,0.179,0.0,55.0,1.0,2.0,106.0,106.0
bryando01,200.0,77.0,25.0,4.0,29.0,0,0.22,1.333,75.0,3.0,4.0,36.33,36.33
bryankr01,230.0,77.0,23.25,5.42,28.67,4,0.284,4.812,37.812,16.0,65.938,165.19,165.19
bryanra01,200.0,74.0,24.33,2.08,26.42,0,0.253,1.333,20.333,3.0,0.667,50.0,50.0
bryest01,190.0,72.0,21.58,8.08,29.67,0,0.258,1.333,135.444,9.0,5.0,221.89,221.89
bubelja01,200.0,73.0,27.25,0.08,27.33,0,0.0,0.0,17.0,1.0,0.0,19.0,19.0
buchabr01,230.0,76.0,26.83,4.25,31.08,0,0.259,0.5,45.7,10.0,2.1,76.4,76.4
buchajo01,190.0,71.0,23.33,5.33,28.67,0,0.206,2.0,87.0,3.0,9.0,64.67,64.67
bucheje01,185.0,71.0,19.08,7.25,26.33,0,0.22,3.412,34.941,17.0,51.235,69.24,69.24
bucheji01,170.0,71.0,23.08,11.42,34.5,0,0.265,5.235,41.706,17.0,47.294,105.41,105.41
buckjo01,245.0,75.0,23.92,10.25,34.17,0,0.234,4.143,481.143,14.0,26.071,258.0,258.0
buckldi01,195.0,70.0,29.58,7.42,37.0,0,0.245,11.0,110.9,20.0,29.4,91.65,91.65
bucknbi01,185.0,72.0,19.75,20.67,40.42,0,0.289,4.424,458.364,33.0,41.788,284.73,284.73
bucktr01,230.0,74.0,23.42,5.08,28.5,0,0.243,0.333,71.0,6.0,1.167,135.0,135.0
budasma01,180.0,72.0,25.5,3.17,28.67,0,0.0,1.0,1.0,1.0,0.0,36.0,36.0
buddery01,210.0,71.0,27.92,2.83,30.75,0,0.0,0.25,22.75,4.0,1.5,7.0,7.0
buddido01,178.0,71.0,21.92,6.42,28.33,0,0.241,15.8,124.3,10.0,200.5,228.9,228.9
buechst01,190.0,74.0,23.83,10.0,33.83,0,0.245,3.621,37.345,29.0,84.793,147.1,147.1
buelofr01,170.0,70.0,23.58,7.83,31.42,0,0.192,4.667,87.667,18.0,26.611,74.11,74.11
buesar01,184.0,71.0,25.08,1.5,26.58,0,0.0,0.333,4.667,3.0,5.333,15.0,15.0
buforda01,170.0,70.0,22.92,8.0,30.92,0,0.242,1.167,104.583,12.0,2.333,154.42,154.42
bufordo01,160.0,67.0,26.58,9.08,35.67,0,0.264,5.043,90.565,23.0,69.609,197.96,197.96
buhneja01,220.0,75.0,23.08,14.08,37.17,1,0.254,1.941,149.235,17.0,5.882,294.88,294.88
bullasi01,150.0,67.0,21.33,0.08,21.42,0,0.0,3.5,27.5,2.0,8.5,22.5,22.5
bullesc01,200.0,74.0,22.75,5.0,27.75,0,0.235,0.75,41.5,4.0,1.0,92.5,92.5
bullibu01,200.0,73.0,24.58,5.75,30.33,0,0.226,2.75,149.25,4.0,12.0,85.0,85.0
bulloer01,185.0,71.0,25.5,6.67,32.17,0,0.219,0.833,7.333,6.0,0.5,22.83,22.83
bumbral01,170.0,68.0,25.42,13.08,38.5,2,0.281,3.143,212.5,14.0,4.857,360.93,360.93
burbrne01,195.0,70.0,33.5,0.25,33.75,0,0.276,6.0,261.0,1.0,24.0,170.0,170.0
burchal01,160.0,68.0,22.67,5.08,27.75,0,0.254,6.0,112.0,11.0,10.727,198.64,198.64
burcher01,190.0,70.0,27.92,2.92,30.83,0,0.26,12.667,94.667,3.0,9.333,256.0,256.0
burdabo01,174.0,71.0,24.08,10.0,34.08,0,0.224,0.533,40.267,15.0,2.2,42.27,42.27
burdoja01,158.0,69.0,20.08,19.17,39.25,0,0.25,27.345,113.759,29.0,123.552,169.48,169.48
burgesm01,185.0,68.0,22.17,18.5,40.67,1,0.295,3.944,289.667,18.0,24.5,248.39,248.39
burgeto01,180.0,72.0,26.58,8.42,35.0,0,0.177,0.667,96.333,3.0,5.0,54.67,54.67
burgjo01,143.0,70.0,28.25,0.08,28.33,0,0.0,4.0,8.0,2.0,16.5,23.0,23.0
burgobi01,185.0,68.0,23.83,0.75,24.58,0,0.297,2.0,53.5,2.0,1.5,79.0,79.0
buricbi01,180.0,72.0,23.92,4.17,28.08,0,0.0,2.667,16.333,3.0,16.333,26.67,26.67
burkech01,180.0,71.0,24.33,4.92,29.25,0,0.239,1.176,36.529,17.0,22.588,74.53,74.53
burkeda01,190.0,70.0,21.5,2.5,24.0,0,0.216,2.8,22.6,5.0,3.8,20.4,20.4
burkeed01,161.0,66.0,23.5,7.42,30.92,0,0.28,15.214,131.357,14.0,21.857,251.14,251.14
burkegl01,195.0,72.0,23.42,3.17,26.58,0,0.237,1.0,56.667,6.0,0.667,87.17,87.17
burkeji01,160.0,67.0,24.0,7.0,31.0,0,0.244,14.533,51.067,15.0,76.8,129.8,129.8
burkejo01,160.0,67.0,22.75,0.83,23.58,0,0.0,1.0,2.0,2.0,5.5,5.0,5.0
burkele01,168.0,69.0,20.42,3.33,23.75,0,0.259,4.0,33.375,8.0,46.125,63.25,63.25
burkele02,185.0,71.0,24.33,6.67,31.0,0,0.243,0.778,8.5,18.0,3.222,16.44,16.44
burkhmo01,225.0,71.0,28.42,3.08,31.5,0,0.248,0.25,16.25,4.0,0.75,30.25,30.25
burkma01,180.0,76.0,21.08,2.08,23.17,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
burksel01,175.0,74.0,22.58,17.5,40.08,5,0.291,3.333,190.833,18.0,4.5,401.78,401.78
burleri01,165.0,70.0,23.08,13.17,36.25,4,0.273,11.812,146.812,16.0,256.812,320.94,320.94
burnehe01,177.0,71.0,22.83,7.25,30.08,0,0.0,1.333,6.667,3.0,0.333,5.67,5.67
burnejo01,175.0,71.0,22.5,8.33,30.83,0,0.285,6.182,35.273,22.0,56.909,83.05,83.05
burnije01,190.0,72.0,24.17,13.25,37.42,0,0.253,4.438,182.062,16.0,5.812,356.88,356.88
burnsbi02,170.0,69.0,24.92,3.0,27.92,0,0.27,1.2,91.0,5.0,1.2,168.6,168.6
burnsed01,165.0,66.0,24.67,6.08,30.75,0,0.23,4.0,108.333,9.0,36.333,88.33,88.33
burnsge01,160.0,67.0,21.92,13.92,35.83,4,0.287,8.0,244.875,16.0,12.375,452.56,452.56
burnsge02,180.0,73.0,21.25,15.42,36.67,4,0.307,11.952,808.095,21.0,52.429,312.57,312.57
burnsja01,160.0,70.0,25.33,0.58,25.92,0,0.0,1.0,15.0,2.0,21.0,26.5,26.5
burnsja02,175.0,70.0,23.08,6.0,29.08,0,0.279,8.25,1007.875,8.0,65.625,439.5,439.5
burnsjo01,170.0,71.0,21.25,3.25,24.5,0,0.0,0.0,7.0,1.0,0.0,14.0,14.0
burnsjo02,175.0,72.0,24.17,0.17,24.33,0,0.0,1.0,12.0,1.0,2.0,19.0,19.0
burnsjo03,175.0,70.0,26.83,2.42,29.25,0,0.23,2.286,13.857,7.0,15.714,42.86,42.86
burnspa01,148.0,65.0,23.5,0.08,23.58,0,0.0,2.0,35.5,2.0,0.5,14.5,14.5
burrebu01,165.0,70.0,24.67,6.17,30.83,0,0.246,8.5,64.0,6.0,15.0,65.0,65.0
burrepa01,235.0,76.0,23.58,11.33,34.92,0,0.253,4.538,190.615,13.0,8.769,423.31,423.31
burriem01,190.0,72.0,23.25,8.42,31.67,0,0.237,1.316,19.895,19.0,25.263,40.42,40.42
burrila01,170.0,71.0,24.75,2.0,26.75,0,0.209,4.0,42.667,6.0,55.0,58.17,58.17
burripa01,190.0,72.0,25.25,4.67,29.92,0,0.221,0.0,63.5,4.0,4.25,48.75,48.75
burrohe01,147.0,68.0,26.25,1.0,27.25,0,0.0,4.5,6.5,4.0,3.25,17.5,17.5
burroje01,200.0,73.0,19.33,15.25,34.58,3,0.261,3.529,128.059,17.0,5.059,325.65,325.65
burrudi01,175.0,71.0,21.42,9.17,30.58,0,0.291,8.0,494.875,8.0,35.625,220.0,220.0
burtoel01,160.0,71.0,22.08,7.0,29.08,0,0.216,0.833,41.5,6.0,1.333,92.67,92.67
busbyji01,175.0,73.0,23.25,12.25,35.5,0,0.262,2.211,172.842,19.0,3.579,223.68,223.68
busbypa01,175.0,73.0,23.08,1.83,24.92,0,0.0,0.0,14.0,2.0,0.0,28.0,28.0
buschbr01,200.0,72.0,26.25,2.25,28.5,0,0.266,2.5,25.833,6.0,30.167,72.67,72.67
busched01,175.0,70.0,25.83,2.0,27.83,0,0.262,9.125,60.875,8.0,97.125,114.62,114.62
buschmi01,245.0,77.0,27.08,1.0,28.08,0,0.22,1.0,7.0,4.0,7.75,25.0,25.0
bushdo01,140.0,66.0,20.92,15.0,35.92,4,0.25,33.524,196.143,21.0,299.333,343.33,343.33
bushho01,180.0,70.0,24.75,6.83,31.58,0,0.287,2.667,55.5,12.0,85.917,105.58,105.58
bushodo01,165.0,71.0,18.83,15.17,34.0,0,0.214,19.619,166.238,21.0,47.667,114.14,114.14
bushra01,186.0,73.0,23.58,11.08,34.67,0,0.251,0.905,57.905,21.0,1.81,145.0,145.0
buskemi01,160.0,71.0,28.67,0.08,28.75,0,0.0,2.0,7.0,1.0,8.0,7.0,7.0
bussera01,175.0,76.0,22.83,3.25,26.08,0,0.148,2.667,7.333,6.0,17.833,25.83,25.83
bussni01,190.0,74.0,26.75,3.08,29.83,0,0.18,0.0,23.0,2.0,0.5,50.0,50.0
butchha01,180.0,70.0,25.0,0.92,25.92,0,0.223,2.5,50.0,2.0,4.0,107.5,107.5
butkaed01,193.0,75.0,27.67,1.0,28.67,0,0.0,1.5,57.5,2.0,5.0,25.0,25.0
butlear01,160.0,69.0,23.33,5.5,28.83,0,0.241,7.875,39.375,16.0,54.0,80.56,80.56
butlebi03,260.0,72.0,21.08,9.42,30.5,2,0.29,2.417,265.167,12.0,22.333,425.42,425.42
butlebr01,160.0,70.0,24.17,16.08,40.25,2,0.29,2.278,294.222,18.0,6.778,454.44,454.44
butlebr02,180.0,72.0,23.42,1.92,25.33,0,0.248,1.889,25.556,9.0,38.667,61.44,61.44
butleda01,210.0,70.0,27.83,4.0,31.83,0,0.0,0.5,24.0,2.0,1.5,12.5,12.5
butlefr01,155.0,67.0,29.0,0.08,29.08,0,0.0,0.0,9.0,1.0,0.0,22.0,22.0
butlejo01,170.0,67.0,22.17,6.08,28.25,0,0.138,2.0,31.6,5.0,9.2,23.2,23.2
butlejo02,175.0,72.0,33.08,3.5,36.58,0,0.252,8.111,73.333,9.0,102.222,139.0,139.0
butlejo04,220.0,74.0,27.42,2.17,29.58,0,0.279,0.333,19.667,3.0,0.333,89.67,89.67
butleki01,140.0,66.0,23.0,0.42,23.42,0,0.169,7.25,24.75,4.0,11.25,63.75,63.75
butleki02,155.0,71.0,19.67,0.33,20.0,0,0.0,1.0,6.0,3.0,14.333,19.67,19.67
butleri01,180.0,73.0,24.33,1.92,26.25,0,0.223,0.0,42.0,3.0,1.333,83.67,83.67
butlero01,185.0,71.0,23.17,6.08,29.25,0,0.243,0.5,27.25,4.0,0.75,54.5,54.5
buxtoby01,190.0,74.0,21.5,5.25,26.75,1,0.237,2.2,206.6,5.0,3.2,250.0,250.0
buzasjo01,180.0,73.0,25.5,0.17,25.67,0,0.0,6.0,17.0,1.0,36.0,65.0,65.0
byersbi01,210.0,67.0,26.5,0.17,26.67,0,0.0,2.0,45.0,2.0,7.5,30.0,30.0
byersra01,180.0,74.0,22.92,0.67,23.58,0,0.0,0.0,3.0,2.0,0.5,13.0,13.0
bynumfr01,185.0,73.0,25.42,2.92,28.33,0,0.234,1.444,19.222,9.0,15.333,39.0,39.0
byrdma01,245.0,72.0,25.08,13.67,38.75,0,0.275,2.263,169.684,19.0,3.947,293.63,293.63
byrdsa01,175.0,70.0,21.58,7.33,28.92,0,0.274,3.625,138.125,8.0,3.625,212.5,212.5
byrnebo01,145.0,67.0,22.33,10.42,32.75,0,0.254,17.588,97.059,17.0,149.941,284.12,284.12
byrneer01,200.0,74.0,24.5,9.75,34.25,0,0.258,1.769,128.154,13.0,3.462,246.31,246.31
byrneji01,150.0,69.0,26.25,0.5,26.75,0,0.0,5.0,30.0,1.0,10.0,23.0,23.0
byrnemi01,170.0,70.0,26.42,2.42,28.83,0,0.274,3.0,226.0,4.0,8.25,319.5,319.5
cabalpu01,170.0,70.0,16.83,8.0,24.83,0,0.23,1.824,22.765,17.0,24.412,38.41,38.41
cabelen01,170.0,76.0,22.92,14.0,36.92,0,0.277,4.605,143.211,38.0,50.211,156.5,156.5
cabreal02,217.0,74.0,28.5,0.25,28.75,0,0.0,0.5,61.0,2.0,3.5,40.0,40.0
cabreas01,205.0,72.0,21.75,13.08,34.83,1,0.268,5.0,82.667,27.0,148.889,227.15,227.15
cabreev01,190.0,70.0,22.42,6.17,28.58,0,0.246,6.182,59.545,11.0,128.0,166.27,166.27
cabrefr01,195.0,76.0,22.75,4.17,26.92,0,0.254,0.778,55.333,9.0,4.778,39.0,39.0
cabrejo02,205.0,74.0,25.33,10.42,35.75,0,0.258,0.69,28.034,29.0,14.241,48.41,48.41
