playerID,birthYear,weight,height,startingAge,timePlayed,endingAge,awards,battingAverage,totalAtBats,totalHits,Value Counts
jennide01,1986.0,210.0,74.0,23.92,5.92,29.83,0,0.245,2076.0,508.0,16
jennido01,1964.0,175.0,70.0,23.58,5.42,29.0,0,0.204,318.0,65.0,16
jennihu01,1869.0,165.0,68.0,22.17,27.25,49.42,0,0.312,4894.0,1526.0,16
jenniro01,1972.0,205.0,74.0,24.0,5.5,29.5,0,0.248,210.0,52.0,16
jenseja01,1927.0,190.0,71.0,23.08,11.5,34.58,3,0.279,5236.0,1463.0,16
jenseky01,1988.0,255.0,75.0,28.33,0.08,28.42,0,0.194,31.0,6.0,16
jensema01,1972.0,195.0,76.0,23.33,6.17,29.5,0,0.185,341.0,63.0,16
jensewo01,1907.0,160.0,70.0,23.67,8.17,31.83,0,0.285,2715.0,774.0,11
jestaga01,1947.0,188.0,74.0,22.5,3.08,25.58,0,0.265,445.0,118.0,16
jeterde01,1974.0,195.0,75.0,20.92,19.33,40.25,20,0.31,11195.0,3465.0,16
jeterjo01,1944.0,180.0,73.0,24.67,5.25,29.92,0,0.244,873.0,213.0,16
jetersh01,1966.0,185.0,74.0,26.0,0.33,26.33,0,0.111,18.0,2.0,16
jethrsa01,1917.0,178.0,73.0,33.25,4.0,37.25,1,0.261,1762.0,460.0,16
jewetna01,1844.0,137.0,69.0,27.58,0.0,27.58,0,0.125,8.0,1.0,16
jimenaj01,1990.0,195.0,72.0,27.33,0.08,27.42,0,0.083,12.0,1.0,16
jimenel01,1940.0,170.0,69.0,24.75,0.0,24.75,0,0.333,6.0,2.0,16
jimenel02,1996.0,235.0,76.0,22.33,1.5,23.83,0,0.267,468.0,125.0,16
jimenho01,1957.0,144.0,68.0,25.67,5.25,30.92,0,0.188,405.0,76.0,16
jimenlu01,1982.0,280.0,75.0,30.33,0.0,30.33,0,0.059,17.0,1.0,11
jimenlu02,1988.0,205.0,73.0,25.25,2.08,27.33,0,0.218,156.0,34.0,16
jimenma01,1938.0,185.0,73.0,23.42,7.08,30.5,0,0.272,1003.0,273.0,16
jimerch01,1979.0,210.0,75.0,26.0,2.58,28.58,0,0.5,8.0,4.0,16
joeco01,1992.0,205.0,72.0,26.58,0.08,26.67,0,0.067,15.0,1.0,16
johjike01,1976.0,205.0,72.0,29.83,3.5,33.33,0,0.268,1609.0,431.0,16
johnsab02,1871.0,165.0,69.0,25.67,0.92,26.58,0,0.238,252.0,60.0,16
johnsal01,1942.0,205.0,72.0,21.58,12.25,33.83,0,0.288,4623.0,1331.0,16
johnsbe02,1981.0,200.0,73.0,24.0,2.0,26.0,0,0.23,222.0,51.0,16
johnsbi02,1892.0,170.0,71.0,23.92,0.83,24.75,0,0.185,124.0,23.0,11
johnsbi03,1918.0,180.0,70.0,24.67,10.08,34.75,3,0.271,3253.0,882.0,11
johnsbo01,1905.0,180.0,72.0,27.42,12.42,39.83,1,0.296,6920.0,2051.0,11
johnsbo02,1936.0,175.0,70.0,24.08,10.17,34.25,0,0.272,2307.0,628.0,16
johnsbo04,1959.0,195.0,75.0,22.17,2.08,24.25,0,0.197,249.0,49.0,16
johnsbr01,1968.0,210.0,74.0,26.25,7.42,33.67,0,0.248,1415.0,351.0,16
johnsch01,1885.0,150.0,69.0,23.5,0.08,23.58,0,0.25,16.0,4.0,16
johnsch04,1971.0,215.0,74.0,22.83,11.08,33.92,4,0.245,3836.0,940.0,16
johnsch05,1984.0,225.0,75.0,24.92,7.08,32.0,0,0.275,2811.0,773.0,16
johnscl01,1947.0,215.0,76.0,25.17,14.0,39.17,0,0.258,3945.0,1016.0,16
johnsda01,1928.0,180.0,73.0,23.67,10.17,33.83,0,0.239,314.0,75.0,16
johnsda02,1943.0,170.0,73.0,22.25,13.42,35.67,5,0.261,4797.0,1252.0,16
johnsda06,1979.0,210.0,74.0,25.75,10.17,35.92,0,0.235,1376.0,324.0,16
johnsde01,1938.0,200.0,74.0,22.17,15.67,37.83,1,0.244,5941.0,1447.0,16
johnsdi01,1863.0,155.0,68.0,21.33,7.0,28.33,0,0.251,2992.0,751.0,16
johnsdo01,1887.0,170.0,72.0,22.08,12.92,35.0,0,0.264,3764.0,992.0,16
johnsdo02,1911.0,170.0,72.0,31.75,4.67,36.42,0,0.273,1935.0,528.0,11
johnsed01,1899.0,160.0,69.0,21.5,0.08,21.58,0,0.231,13.0,3.0,11
johnsel01,1884.0,185.0,69.0,29.83,0.5,30.33,0,0.167,12.0,2.0,11
johnsel02,1984.0,190.0,73.0,24.08,6.08,30.17,0,0.215,749.0,161.0,16
johnser01,1888.0,151.0,69.0,24.33,13.08,37.42,0,0.266,2619.0,697.0,11
johnser03,1965.0,175.0,71.0,27.75,0.83,28.58,0,0.222,18.0,4.0,16
johnsfr02,1899.0,170.0,71.0,24.92,0.17,25.08,0,0.25,4.0,1.0,11
johnsfr03,1942.0,155.0,73.0,24.17,4.75,28.92,0,0.211,436.0,92.0,16
johnsga01,1975.0,210.0,75.0,27.5,0.08,27.58,0,0.375,8.0,3.0,16
johnsgr01,1955.0,175.0,72.0,24.42,1.75,26.17,0,0.188,117.0,22.0,16
johnsho01,1960.0,178.0,71.0,21.42,13.5,34.92,3,0.249,4940.0,1229.0,16
johnsja01,1945.0,175.0,73.0,20.67,19.25,39.92,0,0.267,4703.0,1254.0,16
johnsji01,1889.0,160.0,70.0,21.42,15.33,36.75,0,0.295,5068.0,1493.0,11
johnsjo02,1890.0,172.0,71.0,23.08,0.42,23.5,0,0.224,380.0,85.0,11
johnske04,1971.0,200.0,71.0,29.0,0.33,29.33,0,0.5,4.0,2.0,16
johnske05,1982.0,200.0,73.0,23.25,11.42,34.67,0,0.251,4543.0,1140.0,16
johnsla01,1950.0,185.0,72.0,22.17,5.58,27.75,0,0.192,26.0,5.0,16
johnsla02,1950.0,215.0,74.0,23.67,8.42,32.08,0,0.287,2631.0,755.0,16
johnsla03,1963.0,160.0,70.0,24.0,12.83,36.83,0,0.291,5379.0,1565.0,16
johnslo01,1934.0,170.0,71.0,25.58,9.42,35.0,0,0.258,2049.0,529.0,16
johnsma01,1967.0,230.0,76.0,27.5,7.17,34.67,0,0.232,988.0,229.0,16
johnsma02,1975.0,185.0,72.0,23.0,10.0,33.0,0,0.218,934.0,204.0,16
johnsmi04,1990.0,210.0,72.0,24.33,2.5,26.83,0,0.224,116.0,26.0,16
johnsni01,1978.0,235.0,75.0,22.92,10.83,33.75,0,0.268,2698.0,723.0,16
johnsot01,1883.0,185.0,69.0,27.42,0.42,27.83,0,0.234,209.0,49.0,11
johnspa01,1896.0,160.0,68.0,24.0,1.08,25.08,0,0.276,199.0,55.0,11
johnspe01,1888.0,165.0,70.0,27.58,3.08,30.67,0,0.196,189.0,37.0,11
johnsra03,1958.0,195.0,74.0,21.92,2.25,24.17,0,0.244,254.0,62.0,16
johnsra04,1956.0,190.0,73.0,25.83,2.42,28.25,0,0.267,484.0,129.0,16
johnsre02,1976.0,185.0,70.0,26.33,12.5,38.83,0,0.279,3630.0,1014.0,16
johnsro02,1903.0,175.0,69.0,26.17,9.0,35.17,0,0.296,4359.0,1292.0,11
johnsro03,1956.0,215.0,75.0,26.5,1.75,28.25,0,0.261,46.0,12.0,16
johnsro04,1959.0,205.0,76.0,23.08,2.75,25.83,0,0.185,65.0,12.0,16
johnsro05,1958.0,160.0,70.0,27.75,0.08,27.83,0,0.258,31.0,8.0,16
johnsro06,1976.0,160.0,70.0,26.25,0.08,26.33,0,0.333,3.0,1.0,16
johnsru01,1973.0,185.0,70.0,24.17,8.25,32.42,0,0.264,836.0,221.0,16
johnssp01,1856.0,175.0,69.0,32.33,2.33,34.67,0,0.302,1324.0,400.0,16
johnsst01,1937.0,180.0,70.0,23.58,0.75,24.33,0,0.167,6.0,1.0,16
johnsti01,1949.0,170.0,73.0,23.75,6.42,30.17,0,0.224,1266.0,283.0,16
johnsto03,1956.0,195.0,75.0,25.25,1.08,26.33,0,0.235,98.0,23.0,16
johnswa03,1956.0,173.0,72.0,24.75,8.92,33.67,0,0.255,569.0,145.0,16
jokst01,1926.0,190.0,72.0,27.92,1.08,29.0,0,0.188,16.0,3.0,16
jollesm01,1902.0,210.0,75.0,28.25,3.5,31.75,0,0.305,1710.0,521.0,11
jonesad01,1985.0,215.0,74.0,20.92,13.17,34.08,5,0.277,7009.0,1939.0,16
jonesan01,1977.0,225.0,73.0,19.33,16.17,35.5,15,0.254,7599.0,1933.0,16
jonesbi02,1887.0,157.0,66.0,24.17,1.0,25.17,0,0.226,53.0,12.0,11
jonesbi03,1899.0,154.0,69.0,24.75,0.0,24.75,0,0.108,37.0,4.0,11
jonesbo01,1889.0,170.0,72.0,27.33,8.42,35.75,0,0.265,2990.0,791.0,11
jonesbo02,1949.0,195.0,74.0,25.0,11.75,36.75,0,0.222,598.0,133.0,16
jonesbr02,1983.0,215.0,73.0,23.75,1.67,25.42,0,0.257,148.0,38.0,16
jonesch03,1876.0,165.0,73.0,24.92,7.25,32.17,0,0.233,1799.0,420.0,16
jonesch04,1957.0,183.0,72.0,27.92,1.0,28.92,0,0.2,25.0,5.0,16
jonesch05,1965.0,200.0,74.0,25.33,9.25,34.58,0,0.252,1021.0,257.0,16
jonesch06,1972.0,210.0,76.0,21.42,19.08,40.5,6,0.303,8984.0,2726.0,16
jonescl01,1942.0,185.0,72.0,21.08,12.67,33.75,1,0.281,4263.0,1196.0,16
jonescl02,1940.0,185.0,74.0,26.42,1.42,27.83,0,0.252,135.0,34.0,16
jonesco02,1907.0,155.0,67.0,21.08,0.75,21.83,0,0.262,65.0,17.0,11
jonesda01,1880.0,165.0,70.0,21.25,17.0,38.25,0,0.27,3772.0,1020.0,16
jonesda03,1943.0,180.0,73.0,20.33,8.5,28.83,0,0.236,2322.0,548.0,16
jonesda04,1951.0,175.0,70.0,28.0,0.08,28.08,0,0.255,47.0,12.0,16
jonesda05,1970.0,180.0,72.0,25.92,0.17,26.08,0,0.172,58.0,10.0,16
jonesde02,1934.0,185.0,70.0,28.42,4.08,32.5,0,0.286,49.0,14.0,16
jonesfi01,1871.0,180.0,71.0,24.67,19.42,44.08,0,0.285,6741.0,1920.0,16
jonesfr01,1858.0,155.0,68.0,25.92,0.0,25.92,0,0.125,8.0,1.0,16
jonesha01,1936.0,194.0,74.0,25.0,1.42,26.42,0,0.216,51.0,11.0,16
joneshe01,1857.0,149.0,66.0,27.25,0.17,27.42,0,0.22,127.0,28.0,16
jonesja03,1920.0,197.0,75.0,20.83,7.0,27.83,0,0.232,779.0,181.0,11
jonesja04,1975.0,175.0,70.0,24.17,9.0,33.17,0,0.277,4594.0,1272.0,16
jonesja05,1976.0,210.0,75.0,26.75,0.17,26.92,0,0.215,107.0,23.0,16
jonesja06,1988.0,205.0,75.0,25.58,1.5,27.08,0,0.238,341.0,81.0,16
jonesja07,1992.0,201.0,74.0,24.25,4.08,28.33,0,0.211,896.0,189.0,16
jonesje02,1957.0,200.0,74.0,25.5,0.0,25.5,0,0.227,44.0,10.0,16
jonesjo02,1901.0,185.0,71.0,22.33,8.92,31.25,0,0.2,10.0,2.0,11
jonesly01,1953.0,175.0,69.0,26.25,7.5,33.75,0,0.252,947.0,239.0,16
jonesma01,1938.0,180.0,73.0,22.67,10.0,32.67,0,0.252,3091.0,778.0,16
jonesmi03,1977.0,215.0,72.0,31.67,0.0,31.67,0,0.308,13.0,4.0,16
jonesni01,1925.0,185.0,73.0,21.0,11.25,32.25,0,0.267,1381.0,369.0,16
jonesre01,1911.0,190.0,75.0,28.42,0.08,28.5,0,0.091,11.0,1.0,11
jonesri02,1958.0,186.0,75.0,28.25,0.08,28.33,0,0.182,33.0,6.0,16
jonesro01,1960.0,185.0,74.0,24.25,3.5,27.75,0,0.221,145.0,32.0,16
jonesro02,1964.0,195.0,70.0,24.17,3.17,27.33,0,0.272,239.0,65.0,16
jonesru01,1955.0,170.0,70.0,21.42,11.17,32.58,0,0.25,4415.0,1103.0,16
jonesry01,1994.0,221.0,74.0,23.0,1.25,24.25,0,0.184,158.0,29.0,16
joneste01,1885.0,192.0,72.0,25.67,0.0,25.67,0,0.194,31.0,6.0,11
joneste02,1971.0,165.0,70.0,25.58,5.08,30.67,0,0.242,530.0,128.0,16
jonesto01,1874.0,195.0,73.0,28.17,8.17,36.33,0,0.251,3847.0,964.0,16
jonestr01,1961.0,180.0,75.0,25.08,5.5,30.58,0,0.273,1303.0,356.0,16
joneswi01,1925.0,188.0,73.0,22.08,13.67,35.75,0,0.258,5819.0,1502.0,16
jonnabu01,1897.0,185.0,73.0,22.92,14.58,37.5,0,0.236,229.0,54.0,11
joosted01,1916.0,175.0,72.0,20.25,19.0,39.25,0,0.239,5606.0,1339.0,16
jordabr01,1967.0,205.0,73.0,25.08,14.42,39.5,0,0.282,5160.0,1454.0,16
jordabu01,1907.0,170.0,72.0,20.67,11.08,31.75,0,0.299,2980.0,890.0,11
jordadu01,1880.0,185.0,70.0,23.25,1.5,24.75,0,0.208,519.0,108.0,16
jordaji01,1908.0,157.0,69.0,25.25,3.42,28.67,0,0.257,1273.0,327.0,11
jordake01,1969.0,185.0,73.0,25.83,6.17,32.0,0,0.258,1409.0,363.0,16
jordami01,1863.0,155.0,67.0,27.5,0.17,27.67,0,0.096,125.0,12.0,16
jordari02,1965.0,210.0,77.0,23.17,8.17,31.33,0,0.281,2104.0,592.0,16
jordasc01,1963.0,175.0,72.0,25.33,0.08,25.42,0,0.111,9.0,1.0,16
jordati01,1879.0,170.0,73.0,22.5,8.75,31.25,0,0.261,1813.0,474.0,16
jordato01,1919.0,195.0,73.0,25.0,3.58,28.58,0,0.242,95.0,23.0,11
jorgear01,1905.0,160.0,69.0,23.92,10.33,34.25,0,0.238,738.0,176.0,11
jorgemi01,1948.0,195.0,72.0,20.08,17.08,37.17,1,0.243,3421.0,833.0,16
jorgepi01,1914.0,195.0,73.0,22.83,0.0,22.83,0,0.286,14.0,4.0,11
jorgery01,1979.0,220.0,74.0,26.25,3.08,29.33,0,0.2,15.0,3.0,16
jorgesp01,1919.0,155.0,69.0,27.42,4.17,31.58,0,0.267,753.0,201.0,11
jorgete01,1966.0,208.0,76.0,23.0,4.08,27.08,0,0.24,233.0,56.0,16
josefe01,1965.0,190.0,73.0,23.33,15.0,38.33,0,0.28,2527.0,708.0,16
josepco01,1988.0,185.0,72.0,24.58,6.33,30.92,0,0.17,88.0,15.0,16
josepdu01,1942.0,190.0,72.0,23.25,6.83,30.08,0,0.258,1505.0,388.0,16
josepri01,1939.0,192.0,73.0,24.83,6.25,31.08,0,0.243,633.0,154.0,16
josepto01,1991.0,255.0,73.0,24.83,1.33,26.17,0,0.247,810.0,200.0,16
joshuvo01,1948.0,170.0,70.0,21.33,10.92,32.25,0,0.274,2227.0,610.0,16
jourdte01,1895.0,175.0,72.0,21.0,4.08,25.08,0,0.216,194.0,42.0,11
joycebi01,1867.0,185.0,71.0,22.58,8.5,31.08,0,0.293,3310.0,971.0,16
joycema01,1984.0,194.0,74.0,23.75,12.33,36.08,0,0.243,3536.0,861.0,16
joynewa01,1962.0,185.0,74.0,23.83,15.17,39.0,0,0.289,7127.0,2060.0,16
judefr01,1884.0,150.0,67.0,21.67,0.25,21.92,0,0.208,308.0,64.0,16
judgeaa01,1992.0,282.0,79.0,24.33,4.08,28.42,3,0.273,1417.0,387.0,16
judgejo01,1894.0,155.0,68.0,21.33,18.67,40.0,1,0.298,7898.0,2352.0,11
judniwa01,1916.0,205.0,73.0,24.25,9.08,33.33,0,0.281,2786.0,782.0,11
juelire01,1916.0,170.0,71.0,22.67,0.33,23.0,0,0.239,46.0,11.0,11
jumonge01,1917.0,175.0,72.0,23.33,0.67,24.0,0,0.146,41.0,6.0,11
juraked01,1957.0,185.0,74.0,24.67,7.0,31.67,0,0.266,301.0,80.0,16
jurgebi01,1908.0,175.0,71.0,23.0,16.33,39.33,1,0.258,6253.0,1613.0,11
justida01,1966.0,195.0,75.0,23.08,13.33,36.42,6,0.279,5625.0,1571.0,16
justjo01,1916.0,185.0,71.0,28.33,1.0,29.33,0,0.156,45.0,7.0,11
jutzesk01,1946.0,190.0,71.0,26.33,5.0,31.33,0,0.215,656.0,141.0,16
kaaihki01,1984.0,240.0,76.0,24.5,3.75,28.25,0,0.221,411.0,91.0,16
kadinja01,1884.0,190.0,75.0,25.83,3.67,29.5,0,0.304,23.0,7.0,16
kaforja01,1888.0,180.0,72.0,25.0,0.92,25.92,0,0.13,23.0,3.0,11
kahlebo01,1915.0,170.0,72.0,22.42,0.17,22.58,0,0.333,3.0,1.0,11
kahlni01,1879.0,185.0,69.0,26.08,0.25,26.33,0,0.215,135.0,29.0,16
kahoemi01,1873.0,185.0,72.0,22.0,13.92,35.92,0,0.213,1305.0,278.0,16
kaiseal01,1886.0,165.0,69.0,24.67,3.33,28.0,0,0.222,468.0,104.0,11
kalbfch01,1864.0,145.0,71.0,19.33,0.0,19.33,0,0.2,5.0,1.0,16
kalinal01,1934.0,175.0,73.0,18.5,21.33,39.83,20,0.297,10116.0,3007.0,16
kalisry01,1988.0,215.0,72.0,22.33,5.83,28.17,0,0.245,387.0,95.0,16
kammwi01,1900.0,170.0,70.0,23.17,12.08,35.25,4,0.281,5851.0,1643.0,11
kampoal01,1912.0,155.0,68.0,21.67,9.17,30.83,0,0.243,2182.0,531.0,11
kanefr01,1895.0,175.0,71.0,20.5,3.58,24.08,0,0.2,10.0,2.0,11
kanehro01,1934.0,180.0,73.0,28.0,2.5,30.5,0,0.241,796.0,192.0,16
kaneje01,1866.0,175.0,72.0,24.08,0.08,24.17,0,0.2,25.0,5.0,16
kaneji01,1881.0,225.0,74.0,26.42,0.5,26.92,0,0.241,145.0,35.0,16
kanejo01,1882.0,138.0,66.0,24.58,3.5,28.08,0,0.22,824.0,181.0,16
kanejo02,1900.0,162.0,70.0,25.58,0.0,25.58,0,0.179,56.0,10.0,11
kangju01,1987.0,210.0,72.0,28.0,4.25,32.25,0,0.254,917.0,233.0,16
kaplega01,1975.0,190.0,74.0,23.17,11.92,35.08,0,0.268,2983.0,799.0,16
kappehe01,1863.0,160.0,68.0,23.67,2.25,25.92,0,0.269,394.0,106.0,16
kappejo01,1857.0,165.0,70.0,27.08,6.33,33.42,0,0.229,223.0,51.0,16
karkoro01,1963.0,210.0,73.0,23.0,11.08,34.08,0,0.221,2597.0,574.0,16
karowma01,1904.0,170.0,70.0,22.92,0.08,23.0,0,0.2,10.0,2.0,11
karroer01,1967.0,205.0,76.0,23.83,12.83,36.67,3,0.268,6441.0,1724.0,16
kaskoed01,1931.0,180.0,72.0,25.83,9.42,35.25,0,0.264,3546.0,935.0,16
katama01,1978.0,185.0,73.0,25.25,6.17,31.42,0,0.239,695.0,166.0,16
kattra01,1927.0,190.0,74.0,25.33,6.83,32.17,0,0.232,1071.0,248.0,16
kauffbe01,1890.0,157.0,68.0,22.25,8.25,30.5,0,0.311,3094.0,961.0,11
kauffdi01,1888.0,190.0,75.0,26.25,0.75,27.0,0,0.259,139.0,36.0,11
kavanch01,1891.0,165.0,69.0,23.0,0.0,23.0,0,0.2,5.0,1.0,11
kavanle01,1894.0,180.0,69.0,19.67,0.08,19.75,0,0.273,11.0,3.0,11
kavanma01,1891.0,187.0,72.0,22.83,4.33,27.17,0,0.252,1019.0,257.0,11
kawasmu01,1981.0,175.0,71.0,30.83,4.5,35.33,0,0.237,633.0,150.0,16
kaybi01,1878.0,180.0,74.0,29.5,0.17,29.67,0,0.333,60.0,20.0,16
kazaked01,1920.0,175.0,72.0,28.17,3.83,32.0,0,0.274,603.0,165.0,11
kazante01,1934.0,175.0,73.0,19.42,5.25,24.67,0,0.217,1329.0,288.0,16
kazmase01,1984.0,185.0,70.0,24.0,0.08,24.08,0,0.205,39.0,8.0,16
kearnau01,1980.0,240.0,75.0,21.92,11.08,33.0,0,0.253,3606.0,914.0,16
kearnbo01,1956.0,190.0,72.0,22.92,7.75,30.67,0,0.233,1356.0,316.0,16
kearnte01,1900.0,180.0,71.0,20.75,4.5,25.25,0,0.278,18.0,5.0,11
kearnto01,1860.0,160.0,67.0,19.75,4.17,23.92,0,0.217,92.0,20.0,16
kearsed01,1916.0,195.0,73.0,26.33,0.08,26.42,0,0.192,26.0,5.0,11
keatich01,1891.0,155.0,69.0,22.08,13.0,35.08,0,0.114,35.0,4.0,11
keedypa01,1958.0,205.0,76.0,27.67,3.67,31.33,0,0.203,59.0,12.0,16
keelewi01,1872.0,140.0,64.0,20.5,18.0,38.5,0,0.341,8591.0,2932.0,16
keerlge01,1847.0,145.0,67.0,28.08,0.08,28.17,0,0.13,23.0,3.0,16
keeseji01,1902.0,170.0,72.0,22.92,4.75,27.67,0,0.294,17.0,5.0,11
keistbi01,1871.0,168.0,65.0,24.75,7.25,32.0,0,0.312,2433.0,758.0,16
kellech01,1916.0,185.0,70.0,22.58,13.42,36.0,3,0.286,3789.0,1085.0,11
kellefr01,1916.0,195.0,73.0,25.92,0.92,26.83,0,0.182,110.0,20.0,11
kellefr02,1924.0,185.0,74.0,28.75,3.42,32.17,0,0.235,243.0,57.0,16
kelleha03,1927.0,200.0,73.0,22.17,2.83,25.0,0,0.204,54.0,11.0,11
kellejo01,1871.0,190.0,71.0,19.58,17.25,36.83,0,0.317,7006.0,2220.0,16
kellejo02,1893.0,150.0,71.0,18.83,11.75,30.58,0,0.295,699.0,206.0,11
kellemi01,1875.0,210.0,72.0,23.58,0.25,23.83,0,0.241,282.0,68.0,16
kellemi02,1947.0,176.0,69.0,25.17,10.08,35.25,0,0.214,1076.0,230.0,16
kellge01,1922.0,175.0,69.0,21.08,14.0,35.08,13,0.306,6702.0,2054.0,16
kellobi01,1884.0,153.0,70.0,29.92,0.5,30.42,0,0.175,126.0,22.0,11
kellona01,1858.0,175.0,69.0,26.92,0.08,27.0,0,0.118,17.0,2.0,16
kellsk01,1929.0,160.0,69.0,22.5,0.42,22.92,0,0.221,213.0,47.0,11
kellybi02,1886.0,183.0,72.0,24.0,3.42,27.42,0,0.293,222.0,65.0,16
kellybi03,1898.0,190.0,72.0,21.75,7.67,29.42,0,0.179,84.0,15.0,11
kellyca02,1994.0,210.0,74.0,22.17,4.0,26.17,0,0.22,431.0,95.0,16
kellyji01,1884.0,180.0,70.0,30.17,4.42,34.58,0,0.297,714.0,212.0,11
kellyjo01,1859.0,185.0,72.0,20.25,5.33,25.58,0,0.227,466.0,106.0,16
kellyjo02,1879.0,165.0,69.0,28.08,0.17,28.25,0,0.188,197.0,37.0,16
kellyjo03,1886.0,175.0,70.0,27.58,5.08,32.67,0,0.224,1341.0,300.0,11
kellyjo04,1900.0,180.0,72.0,26.0,2.42,28.42,0,0.307,228.0,70.0,11
kellyke01,1979.0,180.0,75.0,21.67,5.08,26.75,0,0.308,13.0,4.0,16
kellyki02,1856.0,185.0,72.0,22.58,0.25,22.83,0,0.155,58.0,9.0,16
kellymi02,1970.0,195.0,76.0,23.83,5.0,28.83,0,0.241,684.0,165.0,16
kellypa01,1944.0,185.0,73.0,23.17,14.08,37.25,0,0.264,4337.0,1147.0,16
kellypa02,1955.0,210.0,75.0,24.75,0.08,24.83,0,0.286,7.0,2.0,16
kellypa03,1967.0,180.0,72.0,23.58,8.08,31.67,0,0.249,1988.0,495.0,16
kellyre01,1884.0,165.0,71.0,25.58,0.17,25.75,0,0.156,45.0,7.0,16
kellyro01,1964.0,180.0,74.0,22.75,12.75,35.5,0,0.29,4797.0,1390.0,16
kellysp01,1884.0,185.0,74.0,24.92,0.25,25.17,0,0.143,42.0,6.0,16
kellyto01,1950.0,188.0,71.0,24.75,0.17,24.92,0,0.181,127.0,23.0,16
kellyty01,1988.0,180.0,72.0,27.83,2.17,30.0,0,0.204,157.0,32.0,16
kellyva01,1946.0,180.0,71.0,23.25,1.0,24.25,0,0.221,298.0,66.0,16
kelsebi01,1881.0,150.0,70.0,26.17,0.0,26.17,0,0.4,5.0,2.0,16
keltnke01,1916.0,190.0,72.0,21.0,12.58,33.58,3,0.276,5682.0,1570.0,11
keltoda01,1979.0,200.0,75.0,23.5,1.0,24.5,0,0.136,22.0,3.0,16
keltyjo01,1871.0,175.0,70.0,19.08,0.25,19.33,0,0.237,207.0,49.0,16
kemmebi01,1873.0,195.0,74.0,21.58,0.0,21.58,0,0.184,38.0,7.0,16
kemmlru01,1860.0,206.0,71.0,19.5,10.08,29.58,0,0.194,857.0,166.0,16
kempma01,1984.0,225.0,76.0,21.67,14.33,36.0,5,0.285,6248.0,1780.0,16
kempst01,1954.0,195.0,72.0,22.67,11.08,33.75,0,0.278,4058.0,1128.0,16
kempto01,1991.0,160.0,66.0,24.58,4.33,28.92,0,0.233,657.0,153.0,16
kendafr01,1949.0,185.0,73.0,20.67,10.92,31.58,0,0.235,2567.0,603.0,16
kendaja01,1974.0,181.0,72.0,21.83,14.33,36.17,0,0.288,7627.0,2195.0,16
kendeal01,1937.0,185.0,72.0,24.33,0.08,24.42,0,0.174,23.0,4.0,16
kendrho01,1983.0,225.0,71.0,22.75,14.42,37.17,0,0.294,5859.0,1722.0,16
kennaed02,1897.0,150.0,67.0,30.75,0.25,31.0,0,0.297,118.0,35.0,11
kennead01,1976.0,195.0,71.0,23.58,13.08,36.67,1,0.272,5473.0,1488.0,16
kennebo01,1920.0,193.0,74.0,19.08,18.0,37.08,0,0.254,4622.0,1176.0,16
kennedo01,1853.0,185.0,69.0,25.75,4.17,29.92,0,0.26,615.0,160.0,16
kenneed01,1856.0,150.0,66.0,27.08,3.25,30.33,0,0.204,1105.0,225.0,16
kenneed02,1861.0,160.0,67.0,23.08,0.25,23.33,0,0.208,48.0,10.0,16
kenneje01,1945.0,170.0,73.0,22.25,5.58,27.83,0,0.237,1369.0,325.0,16
kenneji01,1946.0,160.0,69.0,23.58,0.08,23.67,0,0.125,24.0,3.0,16
kennejo03,1941.0,185.0,72.0,21.33,11.75,33.08,0,0.225,2110.0,475.0,16
kenneju01,1950.0,175.0,71.0,24.0,8.92,32.92,0,0.248,1041.0,258.0,16
kennete02,1956.0,220.0,75.0,22.25,13.08,35.33,1,0.264,4979.0,1313.0,16
kentje01,1968.0,185.0,73.0,24.08,16.42,40.5,8,0.29,8498.0,2461.0,16
kenwobi01,1886.0,165.0,67.0,26.08,4.75,30.83,0,0.304,989.0,301.0,11
kenwodi01,1941.0,170.0,69.0,21.42,6.0,27.42,0,0.221,244.0,54.0,16
keougjo01,1946.0,185.0,72.0,22.58,4.92,27.5,0,0.246,862.0,212.0,16
keougma01,1934.0,180.0,72.0,22.0,10.42,32.42,0,0.242,1794.0,434.0,16
keplema01,1993.0,225.0,76.0,22.58,5.0,27.58,0,0.238,1970.0,469.0,16
keppije01,1980.0,185.0,72.0,24.33,9.08,33.42,0,0.282,2882.0,814.0,16
kerinjo01,1858.0,177.0,70.0,25.83,6.08,31.92,0,0.252,2227.0,561.0,16
kernbi01,1933.0,184.0,74.0,29.58,0.0,29.58,0,0.25,16.0,4.0,16
kernege01,1940.0,170.0,75.0,25.67,0.67,26.33,0,0.259,81.0,21.0,16
kerrbu01,1922.0,175.0,74.0,20.83,8.0,28.83,0,0.249,3631.0,903.0,11
kerrdo01,1882.0,190.0,70.0,32.25,1.33,33.58,0,0.252,111.0,28.0,11
kerrjo01,1898.0,158.0,68.0,24.5,11.33,35.83,0,0.266,1457.0,388.0,11
kerwida01,1874.0,164.0,69.0,29.17,0.0,29.17,0,0.667,6.0,4.0,16
kessido01,1942.0,170.0,73.0,22.17,14.83,37.0,6,0.252,7651.0,1931.0,16
kessike01,1967.0,185.0,74.0,26.58,0.08,26.67,0,0.259,27.0,7.0,16
kesslhe01,1851.0,144.0,70.0,22.08,3.83,25.92,0,0.253,434.0,110.0,16
