playerID,birthYear,weight,height,startingAge,timePlayed,endingAge,awards,battingAverage,totalAtBats,totalHits,Value Counts
cardead01,1987.0,205.0,72.0,24.58,0.42,25.0,0,0.183,60.0,11.0,16
cardejo02,1943.0,150.0,70.0,19.5,17.5,37.0,0,0.275,6949.0,1913.0,16
cardele01,1938.0,160.0,71.0,21.58,15.17,36.75,2,0.257,6707.0,1725.0,16
cardoja01,1975.0,185.0,73.0,24.67,2.0,26.67,0,0.206,175.0,36.0,16
cardust01,1987.0,215.0,72.0,29.0,0.67,29.67,0,0.19,84.0,16.0,16
carewro01,1945.0,170.0,72.0,21.5,18.5,40.0,14,0.328,9315.0,3053.0,16
careyan01,1931.0,190.0,73.0,20.58,10.42,31.0,0,0.26,2850.0,741.0,16
careyma01,1890.0,170.0,71.0,20.75,18.92,39.67,5,0.285,9363.0,2665.0,16
careypa01,1968.0,220.0,76.0,25.33,0.42,25.75,0,0.213,47.0,10.0,16
careysc01,1870.0,175.0,71.0,24.33,8.25,32.58,0,0.271,1157.0,313.0,16
careyto01,1846.0,145.0,68.0,24.5,8.33,32.83,0,0.27,2394.0,646.0,16
careyto02,1906.0,170.0,68.0,28.75,11.0,39.75,0,0.275,1521.0,418.0,11
carfred01,1863.0,158.0,68.0,26.75,0.0,26.75,0,0.25,4.0,1.0,16
carisfr01,1881.0,174.0,70.0,21.75,19.92,41.67,0,0.227,655.0,149.0,16
carleji01,1848.0,155.0,68.0,22.75,1.0,23.75,0,0.267,165.0,44.0,16
carlfr01,1858.0,158.0,66.0,30.83,0.08,30.92,0,0.202,99.0,20.0,16
carliji01,1918.0,165.0,71.0,23.42,0.08,23.5,0,0.143,21.0,3.0,11
carlilu01,1980.0,190.0,70.0,27.42,4.0,31.42,0,0.179,140.0,25.0,16
carliwa01,1881.0,154.0,69.0,26.83,0.0,26.83,0,0.1,10.0,1.0,16
carlssw01,1886.0,167.0,72.0,24.92,0.0,24.92,0,0.167,6.0,1.0,11
carlycl01,1902.0,170.0,72.0,24.67,0.42,25.08,0,0.234,278.0,65.0,11
carlyro01,1900.0,195.0,74.0,24.33,1.42,25.75,0,0.318,493.0,157.0,11
carmage01,1866.0,139.0,64.0,24.5,0.08,24.58,0,0.172,93.0,16.0,16
carmedu01,1937.0,202.0,75.0,22.42,5.67,28.08,0,0.222,216.0,48.0,16
carnejo01,1866.0,175.0,70.0,22.42,2.5,24.92,0,0.273,946.0,258.0,16
carpebu01,1968.0,195.0,73.0,31.83,0.08,31.92,0,0.222,27.0,6.0,16
carpehi01,1855.0,186.0,71.0,23.75,13.17,36.92,0,0.259,4637.0,1202.0,16
carpema01,1985.0,210.0,76.0,25.58,9.25,34.83,1,0.269,4056.0,1092.0,16
carrach01,1926.0,170.0,72.0,24.25,9.42,33.67,0,0.258,4644.0,1199.0,16
carrch01,1876.0,195.0,74.0,21.75,16.08,37.83,0,0.252,1950.0,492.0,16
carrch02,1967.0,155.0,70.0,22.67,7.42,30.08,0,0.254,1711.0,435.0,16
carreca01,1937.0,190.0,73.0,22.08,6.75,28.83,0,0.264,985.0,260.0,16
carreez01,1987.0,185.0,71.0,23.92,6.42,30.33,0,0.262,1164.0,305.0,16
carrema01,1963.0,170.0,72.0,24.17,8.92,33.08,0,0.277,2012.0,557.0,16
carribi02,1883.0,175.0,69.0,22.75,10.17,32.92,3,0.257,1970.0,506.0,16
carrima01,1963.0,185.0,71.0,28.25,3.25,31.5,0,0.251,191.0,48.0,16
carrle01,1872.0,200.0,74.0,28.92,0.0,28.92,0,0.25,28.0,7.0,16
carrobr01,1982.0,210.0,71.0,24.67,4.83,29.5,0,0.205,283.0,58.0,16
carrocl01,1859.0,163.0,68.0,22.83,11.08,33.92,0,0.252,3952.0,995.0,16
carrodi02,1891.0,165.0,71.0,28.33,0.0,28.33,0,0.265,49.0,13.0,11
carrodo01,1891.0,170.0,72.0,24.5,0.08,24.58,0,0.091,22.0,2.0,11
carrofr01,1864.0,185.0,71.0,19.83,7.25,27.08,0,0.284,2892.0,820.0,16
carrosc01,1860.0,160.0,67.0,24.08,3.08,27.17,0,0.171,287.0,49.0,16
carroto01,1936.0,186.0,75.0,18.67,4.08,22.75,0,0.3,30.0,9.0,16
carsoki01,1912.0,180.0,72.0,21.67,1.17,22.83,0,0.25,40.0,10.0,11
carsoma01,1981.0,200.0,74.0,28.17,4.0,32.17,0,0.237,177.0,42.0,16
carswfr01,1919.0,195.0,72.0,33.42,0.08,33.5,0,0.267,15.0,4.0,11
cartebl01,1902.0,175.0,70.0,23.08,0.92,24.0,0,0.235,17.0,4.0,11
cartech01,1982.0,230.0,72.0,25.75,2.33,28.08,0,0.27,185.0,50.0,16
cartech02,1986.0,245.0,76.0,23.67,6.92,30.58,0,0.217,2469.0,536.0,16
cartega01,1954.0,205.0,74.0,20.42,18.0,38.42,17,0.262,7971.0,2092.0,16
cartejo01,1960.0,215.0,75.0,23.33,15.17,38.5,4,0.259,8422.0,2184.0,16
cartest01,1964.0,201.0,76.0,24.33,1.5,25.83,0,0.143,21.0,3.0,16
cartwed01,1859.0,220.0,70.0,30.75,6.92,37.67,0,0.295,1902.0,562.0,16
cartyri01,1939.0,200.0,75.0,24.0,16.0,40.0,0,0.299,5604.0,1677.0,16
carusmi01,1977.0,172.0,73.0,20.83,4.42,25.25,0,0.274,1072.0,294.0,16
casalcu01,1988.0,220.0,74.0,25.67,6.17,31.83,0,0.23,755.0,174.0,16
casanpa01,1941.0,180.0,76.0,23.75,9.0,32.75,1,0.225,2786.0,627.0,16
casanra01,1972.0,200.0,72.0,23.75,12.08,35.83,0,0.236,1080.0,255.0,16
casege01,1915.0,183.0,72.0,21.83,9.92,31.75,0,0.282,5016.0,1415.0,11
caseybo01,1859.0,190.0,71.0,23.5,0.0,23.5,0,0.231,39.0,9.0,16
caseyde01,1858.0,164.0,69.0,26.42,0.92,27.33,0,0.273,421.0,115.0,16
caseydo01,1870.0,157.0,66.0,28.5,9.08,37.58,0,0.258,4341.0,1122.0,16
caseyjo01,1887.0,180.0,69.0,22.17,8.83,31.0,0,0.188,112.0,21.0,16
caseyse01,1974.0,215.0,76.0,23.17,11.0,34.17,1,0.302,5066.0,1531.0,16
cashda01,1948.0,170.0,71.0,21.25,11.08,32.33,0,0.283,5554.0,1571.0,16
cashno01,1933.0,185.0,72.0,24.58,16.17,40.75,2,0.271,6705.0,1820.0,16
cashro01,1949.0,180.0,72.0,23.83,1.08,24.92,0,0.297,101.0,30.0,16
casilal01,1984.0,190.0,69.0,22.17,8.0,30.17,0,0.248,1692.0,419.0,16
casimca01,1976.0,179.0,71.0,23.67,0.08,23.75,0,0.125,8.0,1.0,11
caskied01,1851.0,165.0,69.0,27.42,7.33,34.75,0,0.228,1871.0,427.0,16
cassaha01,1880.0,145.0,68.0,24.08,0.75,24.83,0,0.176,74.0,13.0,16
cassijo02,1883.0,144.0,69.0,21.17,1.5,22.67,0,0.228,1157.0,264.0,16
cassipe01,1873.0,165.0,70.0,23.0,3.17,26.17,0,0.257,382.0,98.0,16
casteal01,1986.0,200.0,72.0,25.75,1.33,27.08,0,0.171,41.0,7.0,16
casteni01,1992.0,203.0,76.0,21.5,7.0,28.5,0,0.277,3360.0,930.0,16
castepe01,1970.0,165.0,67.0,23.17,3.08,26.25,0,0.17,88.0,15.0,16
castial01,1970.0,184.0,72.0,25.25,12.08,37.33,0,0.22,1025.0,226.0,16
castibr01,1968.0,160.0,72.0,23.25,1.17,24.42,0,0.188,128.0,24.0,16
castica01,1958.0,185.0,73.0,24.08,8.83,32.92,0,0.252,1519.0,383.0,16
castiji01,1918.0,200.0,71.0,23.58,0.17,23.75,0,0.389,18.0,7.0,11
castijo01,1954.0,175.0,71.0,24.5,5.08,29.58,1,0.278,2320.0,646.0,16
castijo02,1981.0,210.0,73.0,23.08,4.42,27.5,0,0.254,1918.0,487.0,16
castiju01,1962.0,162.0,71.0,24.25,3.0,27.25,0,0.217,465.0,101.0,16
castilu01,1975.0,145.0,71.0,20.92,14.17,35.08,3,0.29,6510.0,1889.0,16
castima02,1957.0,190.0,73.0,24.58,4.17,28.75,0,0.19,352.0,67.0,16
castipe01,1921.0,175.0,71.0,26.58,6.58,33.17,0,0.255,1668.0,426.0,16
castiru01,1987.0,207.0,69.0,27.17,1.75,28.92,0,0.262,317.0,83.0,16
castito01,1957.0,190.0,76.0,21.25,0.08,21.33,0,0.125,8.0,1.0,16
castivi01,1917.0,175.0,69.0,25.67,2.25,27.92,0,0.228,215.0,49.0,11
castivi02,1967.0,175.0,73.0,24.17,15.0,39.17,6,0.276,6822.0,1884.0,16
castiwe01,1987.0,215.0,70.0,23.33,9.08,32.42,0,0.254,2462.0,626.0,16
castiwi01,1984.0,215.0,72.0,24.25,10.75,35.0,0,0.286,42.0,12.0,16
castldo01,1950.0,205.0,73.0,23.58,0.0,23.58,0,0.308,13.0,4.0,11
castlfo01,1931.0,175.0,72.0,23.58,4.08,27.67,0,0.205,662.0,136.0,16
castoko01,1981.0,195.0,73.0,25.33,1.42,26.75,0,0.194,217.0,42.0,16
castrbe01,1979.0,170.0,70.0,26.17,1.08,27.25,0,0.253,190.0,48.0,16
castrda01,1992.0,201.0,71.0,22.58,3.0,25.58,0,0.21,272.0,57.0,16
castrha01,1993.0,151.0,70.0,24.83,2.0,26.83,0,0.291,364.0,106.0,16
castrja01,1987.0,215.0,75.0,23.0,10.25,33.25,0,0.231,2674.0,619.0,16
castrju01,1972.0,190.0,71.0,23.25,15.75,39.0,0,0.23,2613.0,601.0,16
castrlu01,1876.0,175.0,67.0,25.42,0.42,25.83,0,0.245,143.0,35.0,16
castrra01,1976.0,240.0,75.0,23.42,11.92,35.33,0,0.237,1426.0,338.0,16
castrra02,1979.0,195.0,72.0,24.67,0.08,24.75,0,0.133,15.0,2.0,16
castrst01,1990.0,220.0,74.0,20.17,10.25,30.42,0,0.28,5773.0,1617.0,16
castrwi01,1997.0,170.0,73.0,22.33,1.08,23.42,0,0.23,100.0,23.0,16
catalfr01,1974.0,170.0,72.0,23.42,12.67,36.08,0,0.291,3824.0,1113.0,16
caterda01,1940.0,170.0,72.0,24.17,11.17,35.33,0,0.276,4451.0,1229.0,16
catonho01,1894.0,165.0,66.0,23.17,3.0,26.17,0,0.226,814.0,184.0,11
catteto01,1884.0,170.0,70.0,24.08,0.67,24.75,0,0.198,86.0,17.0,16
caulfja01,1917.0,170.0,71.0,28.42,0.33,28.75,0,0.277,94.0,26.0,11
causewa01,1936.0,175.0,70.0,18.5,13.25,31.75,0,0.253,3233.0,819.0,16
cavarph01,1916.0,175.0,71.0,18.17,20.67,38.83,5,0.293,6750.0,1977.0,16
caveja01,1992.0,200.0,72.0,25.42,2.33,27.75,0,0.262,481.0,126.0,16
cavenik01,1894.0,168.0,69.0,27.33,3.42,30.75,0,0.26,1577.0,410.0,11
cecchga01,1991.0,220.0,75.0,23.17,1.17,24.33,0,0.258,31.0,8.0,16
cecchga02,1993.0,200.0,74.0,22.75,1.08,23.83,0,0.217,83.0,18.0,16
cecilda01,1990.0,220.0,73.0,24.92,2.0,26.92,0,0.19,100.0,19.0,16
cedenan01,1969.0,170.0,73.0,21.08,6.0,27.08,0,0.238,2041.0,485.0,16
cedence01,1951.0,175.0,74.0,19.33,16.0,35.33,9,0.285,7310.0,2087.0,16
cedendo01,1968.0,170.0,73.0,24.5,6.33,30.83,0,0.251,1219.0,306.0,16
cedenro01,1974.0,165.0,73.0,20.83,10.0,30.83,0,0.273,3174.0,865.0,16
cedenro02,1983.0,195.0,72.0,22.17,9.17,31.33,0,0.246,2556.0,629.0,16
centeju01,1989.0,195.0,69.0,23.83,6.0,29.83,0,0.223,341.0,76.0,16
cepedor01,1937.0,210.0,74.0,20.58,16.42,37.0,7,0.297,7924.0,2351.0,16
cepicma01,1977.0,215.0,74.0,24.67,3.83,28.5,0,0.211,185.0,39.0,16
cervbo01,1925.0,200.0,72.0,26.25,10.92,37.17,0,0.277,2255.0,624.0,16
cervefr01,1986.0,220.0,72.0,22.5,11.92,34.42,0,0.269,2197.0,592.0,16
cervemi01,1976.0,195.0,71.0,31.92,0.17,32.08,0,0.154,13.0,2.0,16
cespeyo01,1985.0,225.0,71.0,26.42,8.42,34.83,3,0.274,3160.0,865.0,16
ceyro01,1948.0,185.0,70.0,23.58,15.83,39.42,3,0.261,7160.0,1868.0,16
chacoel01,1936.0,160.0,69.0,23.5,2.42,25.92,0,0.232,616.0,143.0,16
chadbch01,1884.0,170.0,69.0,21.92,12.0,33.92,0,0.255,1353.0,345.0,16
chalkda01,1950.0,175.0,70.0,23.08,8.0,31.08,0,0.252,2910.0,733.0,16
chambad01,1986.0,200.0,70.0,24.92,2.0,26.92,0,0.216,88.0,19.0,16
chambal01,1961.0,217.0,76.0,22.33,2.17,24.5,0,0.216,116.0,25.0,16
chambch01,1948.0,195.0,73.0,22.42,17.0,39.42,3,0.279,7570.0,2109.0,16
chambjo01,1910.0,175.0,73.0,23.92,0.25,24.17,0,0.241,141.0,34.0,11
chambwe01,1966.0,210.0,74.0,24.33,4.83,29.17,0,0.255,1263.0,322.0,16
champmi01,1955.0,185.0,72.0,21.58,2.0,23.58,0,0.229,598.0,137.0,16
chancbo01,1940.0,215.0,74.0,23.0,5.58,28.58,0,0.261,747.0,195.0,16
chancfr01,1876.0,190.0,72.0,21.58,16.0,37.58,2,0.296,4299.0,1274.0,16
chaneda01,1948.0,188.0,74.0,21.08,10.42,31.5,0,0.217,2113.0,458.0,16
changyu01,1995.0,180.0,73.0,23.83,1.25,25.08,0,0.178,73.0,13.0,16
channle01,1886.0,180.0,72.0,24.17,3.92,28.08,0,0.35,20.0,7.0,16
chantch01,1951.0,190.0,72.0,24.08,1.08,25.17,0,0.143,14.0,2.0,16
chapled01,1893.0,158.0,67.0,27.0,2.0,29.0,0,0.189,74.0,14.0,11
chapmca01,1910.0,160.0,69.0,24.75,1.0,25.75,0,0.265,272.0,72.0,11
chapmfr02,1916.0,185.0,73.0,23.17,2.0,25.17,0,0.193,187.0,36.0,11
chapmgl01,1906.0,170.0,71.0,28.25,0.42,28.67,0,0.28,93.0,26.0,11
chapmha01,1885.0,160.0,71.0,27.0,3.75,30.75,0,0.198,404.0,80.0,11
chapmja01,1843.0,170.0,71.0,31.0,2.25,33.25,0,0.246,504.0,124.0,16
chapmjo01,1899.0,175.0,70.0,24.67,0.25,24.92,0,0.282,71.0,20.0,11
chapmke01,1956.0,173.0,71.0,22.83,6.25,29.08,0,0.223,421.0,94.0,16
chapmma01,1993.0,215.0,72.0,24.17,3.25,27.42,0,0.257,1420.0,365.0,16
chapmra01,1891.0,170.0,70.0,21.58,8.0,29.58,3,0.278,3785.0,1053.0,11
chapmsa01,1916.0,180.0,72.0,22.08,13.33,35.42,0,0.266,4988.0,1329.0,11
chappha01,1957.0,150.0,67.0,20.92,1.75,22.67,0,0.245,184.0,45.0,16
chappla01,1890.0,186.0,72.0,23.42,3.75,27.17,0,0.23,300.0,69.0,11
charbjo01,1955.0,205.0,74.0,24.83,2.17,27.0,1,0.266,647.0,172.0,16
charlch01,1881.0,175.0,71.0,27.08,2.08,29.17,0,0.219,851.0,186.0,16
charled01,1933.0,170.0,70.0,29.0,7.5,36.5,0,0.263,3482.0,917.0,16
charlfr01,1969.0,210.0,76.0,31.58,0.08,31.67,0,0.429,7.0,3.0,16
chartmi01,1916.0,180.0,74.0,24.42,4.0,28.42,0,0.245,760.0,186.0,11
chathbu01,1901.0,150.0,65.0,28.5,1.0,29.5,0,0.263,448.0,118.0,11
chavaos01,1940.0,155.0,71.0,25.67,1.33,27.0,0,0.208,250.0,52.0,16
chavean02,1981.0,185.0,72.0,24.08,0.17,24.25,0,0.263,19.0,5.0,16
chaveen01,1978.0,170.0,71.0,23.25,13.33,36.58,0,0.27,3149.0,849.0,16
chaveer01,1977.0,215.0,73.0,20.75,15.75,36.5,8,0.268,5518.0,1477.0,16
chavera01,1973.0,245.0,71.0,23.42,13.08,36.5,0,0.231,679.0,157.0,16
chavimi01,1995.0,210.0,70.0,23.67,1.42,25.08,0,0.254,347.0,88.0,16
cheekha01,1879.0,160.0,68.0,31.0,0.08,31.08,0,0.5,4.0,2.0,16
chench01,1977.0,189.0,73.0,24.92,2.83,27.75,0,0.25,8.0,2.0,16
chervpa01,1910.0,185.0,68.0,26.83,1.17,28.0,0,0.147,75.0,11.0,11
childcu01,1867.0,185.0,68.0,20.67,13.25,33.92,0,0.306,5618.0,1721.0,16
childpe01,1871.0,175.0,67.0,29.42,1.5,30.92,0,0.212,692.0,147.0,16
chilepe01,1867.0,185.0,71.0,31.92,1.5,33.42,0,0.294,449.0,132.0,16
chileri01,1949.0,170.0,71.0,21.42,7.42,28.83,0,0.254,618.0,157.0,16
chiozlo01,1910.0,172.0,72.0,23.92,5.25,29.17,0,0.277,2288.0,633.0,11
chippwa01,1918.0,168.0,72.0,26.58,0.17,26.75,0,0.136,44.0,6.0,11
chiriro01,1984.0,220.0,73.0,27.08,9.17,36.25,0,0.234,1758.0,411.0,16
chiselo01,1988.0,190.0,74.0,22.67,7.08,29.75,0,0.268,2159.0,578.0,16
chitiha01,1932.0,221.0,74.0,17.83,11.75,29.58,0,0.238,1495.0,356.0,16
choicmi01,1989.0,230.0,72.0,23.83,1.75,25.58,0,0.188,271.0,51.0,16
choihe01,1979.0,235.0,77.0,23.5,3.08,26.58,0,0.24,915.0,220.0,16
choiji01,1991.0,260.0,73.0,24.92,4.42,29.33,0,0.248,727.0,180.0,16
choosh01,1982.0,205.0,71.0,22.75,15.42,38.17,0,0.275,5977.0,1645.0,16
chouife01,1887.0,150.0,67.0,22.92,4.67,27.58,0,0.244,221.0,54.0,16
chozeha01,1915.0,195.0,69.0,22.0,0.0,22.0,0,0.25,4.0,1.0,11
chrisbo01,1945.0,180.0,70.0,22.92,1.67,24.58,0,0.224,147.0,33.0,16
chrisbr01,1948.0,160.0,71.0,23.42,0.17,23.58,0,0.27,63.0,17.0,16
chriscu01,1899.0,156.0,66.0,26.5,1.33,27.83,0,0.315,514.0,162.0,11
chrisjo01,1935.0,175.0,70.0,23.42,7.08,30.5,0,0.262,1655.0,434.0,16
chrisjo02,1960.0,205.0,75.0,24.0,4.08,28.08,0,0.224,294.0,66.0,16
chrisju01,1980.0,195.0,73.0,28.17,4.25,32.42,0,0.203,143.0,29.0,16
chrisll01,1893.0,165.0,67.0,25.92,3.08,29.0,0,0.273,414.0,113.0,11
chrislo01,1919.0,190.0,74.0,25.33,2.08,27.42,0,0.243,37.0,9.0,11
chrisma01,1913.0,175.0,71.0,24.5,11.42,35.92,0,0.253,3081.0,781.0,11
chrismc01,1975.0,180.0,71.0,23.67,3.0,26.67,0,0.25,128.0,32.0,16
chrisne01,1931.0,187.0,75.0,25.33,4.42,29.75,0,0.21,619.0,130.0,16
chrisry01,1974.0,175.0,71.0,24.08,5.42,29.5,0,0.223,994.0,222.0,16
chrisst01,1957.0,190.0,72.0,25.75,2.58,28.33,0,0.162,37.0,6.0,16
churcry01,1978.0,190.0,73.0,25.83,6.17,32.0,0,0.264,1894.0,500.0,16
churrjo01,1900.0,172.0,69.0,23.5,3.08,26.58,0,0.357,14.0,5.0,11
cianfar01,1966.0,200.0,77.0,25.5,6.42,31.92,0,0.241,1276.0,308.0,16
ciasda01,1957.0,190.0,71.0,26.0,0.42,26.42,0,0.333,18.0,6.0,16
cicerjo01,1910.0,167.0,68.0,18.83,15.67,34.5,0,0.222,81.0,18.0,11
cieslte01,1912.0,175.0,70.0,31.42,0.42,31.83,0,0.245,220.0,54.0,11
cihocal01,1924.0,185.0,71.0,20.92,0.42,21.33,0,0.212,283.0,60.0,11
cihoced01,1907.0,163.0,68.0,25.0,1.33,26.33,0,0.144,97.0,14.0,11
cimolgi01,1929.0,180.0,73.0,26.33,9.08,35.42,0,0.266,3040.0,808.0,16
cintral01,1978.0,210.0,74.0,22.58,7.83,30.42,0,0.275,2056.0,565.0,16
ciprifr01,1941.0,180.0,72.0,20.42,0.08,20.5,0,0.25,36.0,9.0,16
ciriape01,1985.0,180.0,72.0,25.0,5.08,30.08,0,0.268,612.0,164.0,16
cisarge01,1910.0,175.0,72.0,27.08,0.08,27.17,0,0.207,29.0,6.0,11
cissebi01,1904.0,170.0,71.0,24.25,10.42,34.67,0,0.267,3707.0,990.0,11
ciuffni01,1995.0,215.0,72.0,23.5,0.67,24.17,0,0.186,43.0,8.0,16
clabamo01,1901.0,185.0,72.0,24.75,0.08,24.83,0,0.071,14.0,1.0,11
clairda01,1897.0,164.0,68.0,22.83,0.0,22.83,0,0.143,7.0,1.0,11
clancbi01,1879.0,180.0,74.0,26.0,0.17,26.17,0,0.229,227.0,52.0,16
clancbu01,1900.0,170.0,72.0,23.92,9.83,33.75,0,0.281,1793.0,504.0,11
clapich01,1971.0,175.0,72.0,27.92,1.17,29.08,0,0.267,105.0,28.0,16
clappaa01,1856.0,175.0,68.0,22.83,0.25,23.08,0,0.267,146.0,39.0,16
clappjo01,1851.0,194.0,67.0,20.75,11.42,32.17,0,0.283,2523.0,713.0,16
clappst01,1973.0,175.0,68.0,28.33,0.33,28.67,0,0.2,25.0,5.0,16
claredo01,1954.0,180.0,72.0,22.0,0.33,22.33,0,0.25,4.0,1.0,16
clarkal01,1923.0,185.0,72.0,24.17,5.83,30.0,0,0.262,1021.0,267.0,11
clarkar01,1865.0,155.0,68.0,24.92,1.42,26.33,0,0.214,569.0,122.0,16
clarkbo01,1863.0,175.0,70.0,22.92,7.33,30.25,0,0.23,1011.0,233.0,16
clarkbo02,1868.0,170.0,71.0,24.58,12.42,37.0,0,0.256,3346.0,858.0,16
clarkbo04,1955.0,190.0,72.0,24.17,6.0,30.17,0,0.239,967.0,231.0,16
clarkbr02,1973.0,195.0,74.0,27.42,7.58,35.0,0,0.277,2015.0,559.0,16
clarkbu01,1915.0,210.0,71.0,37.08,0.17,37.25,0,0.2,25.0,5.0,11
clarkca01,1906.0,180.0,71.0,31.58,0.42,32.0,0,0.257,74.0,19.0,11
clarkco01,1981.0,200.0,75.0,31.92,0.08,32.0,0,0.105,38.0,4.0,16
clarkda03,1873.0,170.0,71.0,29.0,0.08,29.08,0,0.186,43.0,8.0,16
clarkda04,1894.0,167.0,69.0,28.25,5.42,33.67,0,0.277,582.0,161.0,11
clarkda05,1962.0,200.0,74.0,24.0,12.0,36.0,0,0.264,1964.0,518.0,16
clarkdo01,1976.0,205.0,74.0,29.5,0.75,30.25,0,0.167,6.0,1.0,16
clarkea01,1907.0,160.0,70.0,19.75,6.75,26.5,0,0.291,826.0,240.0,11
clarkfr01,1872.0,165.0,70.0,21.67,21.25,42.92,6,0.312,8582.0,2678.0,16
clarkgr01,1912.0,183.0,69.0,31.58,0.5,32.08,0,0.26,169.0,44.0,11
clarkho01,1939.0,175.0,69.0,25.92,9.33,35.25,0,0.256,4813.0,1230.0,16
clarkho02,1974.0,195.0,70.0,28.42,5.83,34.25,0,0.262,302.0,79.0,16
clarkja01,1955.0,175.0,74.0,19.83,16.92,36.75,4,0.267,6847.0,1826.0,16
clarkje01,1963.0,200.0,76.0,25.08,6.83,31.92,0,0.257,1609.0,414.0,16
clarkje02,1976.0,175.0,70.0,24.58,4.08,28.67,0,0.179,67.0,12.0,16
clarkji01,1887.0,175.0,71.0,23.75,0.67,24.42,0,0.167,18.0,3.0,11
clarkji02,1927.0,150.0,69.0,20.92,0.08,21.0,0,0.25,12.0,3.0,11
clarkji03,1947.0,190.0,73.0,24.25,0.08,24.33,0,0.167,18.0,3.0,16
clarkjo02,1879.0,180.0,70.0,19.25,12.92,32.17,0,0.242,797.0,193.0,16
clarkma02,1986.0,230.0,77.0,27.75,0.0,27.75,0,0.185,27.0,5.0,16
clarkme01,1924.0,180.0,72.0,27.17,5.67,32.83,0,0.28,649.0,182.0,16
clarkni01,1882.0,165.0,68.0,22.33,15.0,37.33,0,0.255,1529.0,390.0,16
clarkpe01,1883.0,175.0,67.0,20.5,0.0,20.5,0,0.308,65.0,20.0,16
clarkph02,1968.0,180.0,72.0,24.0,3.92,27.92,0,0.278,540.0,150.0,16
clarkro01,1874.0,170.0,68.0,27.92,0.25,28.17,0,0.15,80.0,12.0,16
clarkro02,1943.0,175.0,70.0,23.67,9.0,32.67,0,0.189,528.0,100.0,16
clarkst01,1906.0,160.0,68.0,23.5,0.83,24.33,0,0.273,187.0,51.0,11
clarksu01,1897.0,170.0,71.0,22.92,4.0,26.92,0,0.234,107.0,25.0,11
clarkto01,1888.0,175.0,71.0,21.25,9.0,30.25,0,0.265,1708.0,453.0,16
clarkto02,1972.0,205.0,80.0,23.25,13.83,37.08,0,0.262,4532.0,1188.0,16
clarkwi01,1870.0,195.0,72.0,24.83,4.17,29.0,0,0.286,1280.0,366.0,16
clarkwi02,1964.0,190.0,74.0,22.08,14.5,36.58,7,0.303,7173.0,2176.0,16
clarkwi03,1875.0,175.0,70.0,22.25,0.0,22.25,0,0.188,16.0,3.0,16
claryel01,1916.0,160.0,68.0,25.75,3.25,29.0,0,0.263,650.0,171.0,11
clayda01,1919.0,160.0,70.0,23.92,3.25,27.17,0,0.258,1540.0,397.0,11
claytro01,1970.0,175.0,72.0,21.67,16.0,37.67,0,0.258,7373.0,1904.0,16
clemebo01,1886.0,163.0,69.0,28.08,0.08,28.17,0,0.231,13.0,3.0,11
clemech01,1917.0,175.0,72.0,22.33,4.75,27.08,0,0.2,40.0,8.0,11
clemecl01,1886.0,176.0,71.0,27.5,2.33,29.83,0,0.143,49.0,7.0,11
clemedo01,1939.0,180.0,72.0,21.33,7.92,29.25,0,0.229,920.0,211.0,16
clemeed02,1975.0,188.0,71.0,22.75,1.83,24.58,0,0.249,257.0,64.0,16
clemeja01,1864.0,204.0,68.0,19.75,16.5,36.25,0,0.287,4295.0,1231.0,16
clemeje01,1983.0,220.0,73.0,24.08,5.0,29.08,0,0.218,385.0,84.0,16
clemero01,1934.0,175.0,71.0,20.67,17.5,38.17,21,0.317,9454.0,3000.0,16
clemewa01,1881.0,175.0,71.0,27.08,1.17,28.25,0,0.255,376.0,96.0,16
clemove01,1891.0,190.0,69.0,24.58,8.42,33.0,0,0.286,1271.0,364.0,11
clenddo01,1935.0,209.0,76.0,26.17,10.92,37.08,1,0.274,4648.0,1273.0,16
cleveel01,1862.0,190.0,71.0,21.92,6.67,28.58,0,0.255,298.0,76.0,16
clevest01,1986.0,210.0,70.0,25.42,4.75,30.17,0,0.227,484.0,110.0,16
clevlbr01,1983.0,205.0,73.0,22.75,4.0,26.75,0,0.234,77.0,18.0,16
clibust01,1956.0,195.0,72.0,23.42,0.33,23.75,0,0.179,56.0,10.0,16
cliftfl01,1908.0,160.0,70.0,25.33,3.25,28.58,0,0.2,195.0,39.0,11
cliftha01,1912.0,180.0,71.0,21.67,11.42,33.08,2,0.272,5730.0,1558.0,11
clinege01,1946.0,170.0,69.0,23.67,8.92,32.58,0,0.277,2328.0,645.0,16
clinemo01,1858.0,150.0,64.0,24.33,9.25,33.58,0,0.261,940.0,245.0,16
clinety01,1939.0,170.0,72.0,21.25,11.0,32.25,0,0.239,1826.0,437.0,16
clingbi01,1869.0,150.0,71.0,20.83,12.83,33.67,0,0.245,2854.0,700.0,16
clintlo01,1937.0,185.0,73.0,22.5,7.0,29.5,0,0.247,2152.0,532.0,16
clossjd01,1980.0,205.0,70.0,24.42,2.33,26.75,0,0.239,447.0,107.0,16
clybuda01,1974.0,220.0,75.0,23.42,1.75,25.17,0,0.217,106.0,23.0,16
clymeot01,1876.0,180.0,71.0,29.25,8.33,37.58,0,0.267,1330.0,355.0,16
coachpe01,1961.0,175.0,69.0,28.75,0.17,28.92,0,0.311,45.0,14.0,16
coangi01,1922.0,180.0,72.0,23.92,10.0,33.92,0,0.254,2876.0,731.0,16
