playerID,birthYear,weight,height,startingAge,awards,hasntBatted,doublePlays,InnOuts,ERA,stikeOutAVG,errorAVG,assistAVG,DoublePlayAVG,BattersAVG,WinsAVG
aardsda01,1981.0,215.0,75.0,22.33,0,1.0,2.0,331.0,4.273,9.08,0.08,0.774,0.053,39.392,0.427
aasedo01,1954.0,190.0,75.0,22.83,0,1.0,10.0,448.0,3.797,5.2,0.105,1.095,0.081,38.374,0.535
abadfe01,1985.0,235.0,74.0,24.58,0,0.0,2.0,384.0,3.674,7.621,0.054,1.007,0.054,38.078,0.218
abbeybe01,1869.0,175.0,71.0,22.58,0,0.0,4.0,79.0,4.516,2.551,0.349,2.123,0.063,40.69,0.349
abbotgl01,1951.0,200.0,78.0,22.42,0,1.0,12.0,248.0,4.388,3.387,0.119,1.309,0.084,38.547,0.434
abbotji01,1967.0,200.0,75.0,21.58,2,0.0,16.0,263.0,4.253,4.774,0.048,1.613,0.086,38.769,0.468
abbotky01,1968.0,200.0,76.0,23.58,0,0.0,0.0,57.0,5.196,6.022,0.049,1.214,0.0,39.577,0.194
abbotpa01,1967.0,185.0,75.0,22.92,0,0.0,8.0,162.0,4.92,6.194,0.075,0.949,0.1,39.801,0.537
aberal01,1927.0,195.0,74.0,23.17,0,0.0,5.0,144.0,4.184,3.907,0.139,1.41,0.116,39.252,0.555
abernte02,1933.0,215.0,76.0,22.08,2,0.0,16.0,681.0,3.458,5.999,0.165,2.384,0.125,38.92,0.494
ablesha01,1883.0,200.0,74.0,21.92,0,1.0,0.0,11.0,4.037,5.173,0.252,1.388,0.0,39.995,0.126
abreuwi01,1977.0,170.0,74.0,29.33,0,1.0,0.0,38.0,7.308,7.714,0.0,0.406,0.0,42.023,0.0
accarje01,1981.0,195.0,72.0,23.42,0,0.0,5.0,262.0,4.3,6.481,0.032,1.107,0.158,38.635,0.316
aceveal01,1982.0,205.0,74.0,25.67,0,1.0,5.0,204.0,3.833,6.673,0.142,0.899,0.118,37.838,0.734
acevejo01,1977.0,185.0,72.0,23.5,0,0.0,3.0,104.0,5.742,6.182,0.0,0.953,0.073,39.779,0.44
aceveju01,1970.0,245.0,74.0,24.92,0,0.0,1.0,367.0,4.326,5.526,0.126,1.074,0.016,39.284,0.442
achteaj01,1988.0,215.0,77.0,26.08,0,1.0,0.0,45.0,3.919,4.79,0.145,0.726,0.0,38.758,0.29
ackerji01,1958.0,210.0,74.0,24.58,0,0.0,11.0,467.0,3.971,4.797,0.02,1.602,0.109,38.495,0.328
ackerto01,1930.0,215.0,76.0,26.08,0,0.0,1.0,153.0,4.117,6.058,0.024,1.16,0.024,38.548,0.45
acklefr01,1937.0,202.0,73.0,26.42,0,0.0,0.0,5.0,4.19,7.914,0.0,2.793,0.0,39.103,0.466
acostcy01,1946.0,165.0,70.0,25.58,0,1.0,3.0,107.0,2.661,5.274,0.194,1.016,0.145,37.161,0.629
acosted01,1944.0,215.0,77.0,26.5,0,0.0,1.0,57.0,4.053,4.576,0.065,0.85,0.065,38.833,0.392
acostma01,1981.0,215.0,76.0,26.25,0,1.0,6.0,233.0,3.992,7.948,0.145,1.343,0.218,38.831,0.472
acrema01,1968.0,235.0,80.0,25.67,0,1.0,0.0,114.0,5.173,6.945,0.071,0.638,0.0,41.244,0.638
adamja01,1991.0,229.0,75.0,26.75,0,1.0,1.0,54.0,4.833,9.167,0.167,0.667,0.167,38.833,0.5
adamsau01,1986.0,205.0,71.0,27.92,0,1.0,0.0,68.0,6.451,6.929,0.119,1.075,0.0,41.456,0.239
adamsau02,1991.0,220.0,75.0,26.17,0,1.0,1.0,38.0,3.789,14.921,0.237,0.237,0.237,39.316,0.474
adamsba01,1882.0,185.0,71.0,23.92,2,0.0,1.0,64.0,2.755,3.113,0.03,0.261,0.003,35.897,0.583
adamsch01,1994.0,215.0,73.0,24.0,0,1.0,0.0,16.0,8.182,7.364,0.0,0.545,0.0,43.091,0.273
adamsjo02,1971.0,185.0,76.0,24.75,0,0.0,0.0,44.0,4.894,6.281,0.245,1.224,0.0,39.48,0.408
adamsmi01,1947.0,185.0,74.0,19.83,0,0.0,0.0,11.0,7.461,4.974,0.0,1.066,0.0,43.342,0.0
adamsmi03,1978.0,210.0,77.0,25.83,0,1.0,4.0,408.0,2.408,9.037,0.022,0.95,0.088,36.523,0.464
adamsri01,1878.0,165.0,72.0,26.58,0,0.0,0.0,11.0,3.59,3.59,0.287,2.872,0.0,38.92,0.287
adamste01,1973.0,180.0,75.0,22.42,0,0.0,6.0,574.0,4.172,7.154,0.145,1.346,0.062,39.351,0.528
adamswi02,1972.0,215.0,79.0,23.67,0,1.0,0.0,25.0,5.814,7.017,0.0,1.069,0.0,40.834,0.401
adcocna01,1988.0,235.0,76.0,23.08,0,1.0,0.0,56.0,4.171,5.854,0.22,1.171,0.0,39.585,0.146
adenhni01,1986.0,185.0,75.0,21.75,0,1.0,0.0,4.0,6.0,4.5,0.0,0.5,0.0,45.0,0.5
adkindo01,1872.0,220.0,70.0,29.83,0,0.0,0.0,6.0,5.0,1.0,0.0,2.333,0.0,43.333,0.333
adkinjo01,1977.0,200.0,72.0,26.0,0,1.0,3.0,119.0,4.543,5.257,0.13,1.493,0.195,39.267,0.325
adlemti01,1987.0,225.0,77.0,28.5,0,0.0,1.0,43.0,4.969,7.266,0.0,0.891,0.047,38.344,0.422
affelje01,1979.0,225.0,76.0,22.83,0,0.0,13.0,774.0,3.965,6.998,0.126,1.788,0.126,39.207,0.418
agostju01,1958.0,190.0,74.0,23.58,0,0.0,13.0,543.0,4.009,4.411,0.201,2.27,0.187,38.984,0.575
agrazda01,1994.0,225.0,74.0,24.5,0,0.0,1.0,15.0,4.909,5.032,0.123,0.736,0.123,39.395,0.491
aguilri01,1961.0,195.0,76.0,23.5,0,0.0,9.0,732.0,3.568,7.179,0.035,1.234,0.063,37.573,0.599
aguirha01,1931.0,205.0,76.0,24.67,0,0.0,6.0,447.0,3.245,5.6,0.183,1.093,0.039,37.88,0.491
ainswku01,1978.0,192.0,75.0,23.0,0,0.0,1.0,29.0,5.187,6.395,0.0,1.137,0.071,40.429,0.426
akerfda01,1962.0,210.0,74.0,24.17,0,0.0,1.0,125.0,5.084,4.969,0.116,1.541,0.039,40.327,0.347
akerja01,1940.0,190.0,74.0,23.83,1,0.0,20.0,495.0,3.282,4.874,0.097,2.015,0.241,37.93,0.567
albaljo01,1982.0,270.0,77.0,24.92,0,1.0,0.0,66.0,4.343,6.574,0.0,1.174,0.0,38.974,0.704
alberan01,1985.0,200.0,73.0,27.83,0,1.0,2.0,26.0,4.102,5.892,0.0,1.268,0.149,39.008,0.522
alberjo01,1969.0,190.0,74.0,25.83,0,1.0,1.0,27.0,7.406,3.549,0.154,1.697,0.154,44.743,0.0
alberma01,1983.0,225.0,73.0,23.5,0,0.0,11.0,616.0,4.352,6.771,0.095,1.174,0.13,38.988,0.557
albural01,1986.0,195.0,72.0,24.83,0,1.0,3.0,264.0,3.159,10.69,0.037,1.029,0.11,38.388,0.624
alburvi01,1947.0,190.0,72.0,26.25,0,1.0,7.0,101.0,4.106,4.661,0.048,1.256,0.169,39.365,0.435
alcalsa01,1952.0,195.0,77.0,23.33,0,0.0,0.0,68.0,4.765,5.053,0.036,1.011,0.0,39.814,0.505
alcanra01,1992.0,220.0,76.0,23.75,0,1.0,0.0,13.0,7.187,5.05,0.194,0.583,0.0,40.986,0.388
alcansa01,1995.0,200.0,77.0,22.0,0,0.0,2.0,46.0,3.83,7.172,0.188,0.939,0.075,38.416,0.3
alcanvi01,1993.0,190.0,74.0,24.42,0,1.0,0.0,79.0,4.275,5.625,0.112,0.9,0.0,38.25,0.45
aldresc01,1968.0,195.0,76.0,22.25,0,1.0,5.0,229.0,6.016,5.62,0.054,1.153,0.09,40.833,0.36
aldrija01,1961.0,210.0,75.0,26.17,0,1.0,1.0,62.0,4.721,3.81,0.166,0.911,0.083,39.258,0.497
alexado01,1950.0,190.0,75.0,20.75,0,0.0,36.0,561.0,3.757,4.084,0.086,1.392,0.096,37.848,0.518
alexage01,1968.0,190.0,71.0,22.5,0,1.0,3.0,36.0,5.786,5.418,0.0,1.286,0.276,41.602,0.551
alexasc01,1989.0,195.0,74.0,26.17,0,1.0,3.0,180.0,3.197,7.258,0.203,1.472,0.152,37.353,0.508
alexaty01,1994.0,200.0,74.0,25.0,0,1.0,0.0,13.0,4.863,7.882,0.0,0.335,0.0,39.41,0.168
alfonan01,1972.0,250.0,77.0,25.17,2,0.0,8.0,592.0,4.111,5.873,0.059,1.233,0.117,39.788,0.514
allarbr01,1958.0,175.0,73.0,21.58,0,1.0,1.0,19.0,4.233,4.139,0.188,1.129,0.094,37.537,0.376
allarko01,1997.0,195.0,73.0,20.92,0,1.0,0.0,12.0,6.075,6.075,0.338,0.0,0.0,43.031,0.844
allenbo04,1937.0,175.0,74.0,23.5,0,0.0,4.0,204.0,4.106,6.536,0.131,1.675,0.131,40.467,0.23
allenco01,1988.0,210.0,73.0,23.67,0,1.0,2.0,481.0,3.145,11.51,0.058,0.621,0.039,37.715,0.466
allenll01,1950.0,185.0,73.0,19.33,0,0.0,5.0,159.0,4.692,5.872,0.091,1.392,0.151,41.348,0.242
allenlo01,1997.0,220.0,75.0,22.08,0,0.0,1.0,9.0,6.181,5.53,0.0,2.277,0.325,41.313,0.651
allenmy01,1854.0,150.0,68.0,29.33,0,0.0,8.0,161.0,1.766,0.757,9.589,13.121,2.019,37.093,0.252
allenne01,1958.0,185.0,75.0,21.25,0,0.0,4.0,434.0,3.879,5.564,0.036,1.093,0.036,38.683,0.528
almanar01,1972.0,205.0,75.0,26.75,0,1.0,2.0,254.0,4.821,9.727,0.042,0.839,0.084,39.871,0.587
almanca01,1973.0,166.0,74.0,23.83,0,1.0,2.0,210.0,4.82,6.402,0.113,1.28,0.075,39.314,0.49
almonhe01,1975.0,190.0,74.0,23.75,0,1.0,1.0,50.0,6.271,6.968,0.0,1.045,0.174,42.329,0.174
almonmi01,1993.0,210.0,73.0,22.42,0,1.0,0.0,19.0,8.66,8.66,0.0,1.019,0.0,44.321,0.0
almonye01,1994.0,223.0,77.0,24.0,0,1.0,0.0,42.0,4.438,7.952,0.0,0.555,0.0,40.13,0.0
altampo01,1952.0,175.0,72.0,30.0,0,0.0,0.0,65.0,4.025,5.596,0.098,1.964,0.0,37.8,0.687
altavda01,1992.0,226.0,71.0,23.92,0,1.0,0.0,95.0,3.625,9.827,0.0,0.859,0.0,38.163,0.572
altroni01,1876.0,197.0,70.0,21.83,0,0.0,22.0,210.0,2.645,2.526,0.161,3.543,0.131,35.81,0.493
alvarda01,1989.0,170.0,73.0,25.67,0,1.0,0.0,56.0,5.062,11.438,0.0,0.562,0.0,41.625,1.125
alvarhe01,1990.0,205.0,72.0,21.33,0,0.0,9.0,95.0,3.817,4.705,0.14,1.745,0.14,37.781,0.421
alvarjo01,1956.0,170.0,70.0,25.5,0,0.0,5.0,98.0,2.994,7.429,0.0,1.497,0.277,38.144,0.444
alvarjo02,1989.0,195.0,71.0,24.08,0,1.0,6.0,351.0,3.634,7.995,0.027,1.319,0.162,38.575,0.404
alvarjo03,1995.0,240.0,72.0,22.0,0,1.0,1.0,141.0,3.275,10.771,0.073,0.873,0.073,38.717,0.146
alvarju01,1973.0,180.0,73.0,26.08,0,1.0,2.0,80.0,5.221,6.265,0.0,1.193,0.298,40.425,0.0
alvarrj01,1991.0,230.0,73.0,23.25,0,1.0,0.0,31.0,7.393,10.286,0.0,0.964,0.0,42.75,0.0
alvarta01,1971.0,245.0,75.0,23.75,0,0.0,2.0,19.0,5.4,4.011,0.154,1.08,0.309,41.503,0.463
alvarwi01,1970.0,175.0,73.0,19.33,0,0.0,12.0,355.0,3.96,6.849,0.041,1.107,0.062,38.716,0.525
ambrihe01,1984.0,235.0,74.0,25.92,0,1.0,1.0,96.0,5.349,7.387,0.0,1.613,0.085,41.349,0.255
amesre01,1882.0,185.0,70.0,21.08,0,0.0,11.0,207.0,2.629,4.79,0.118,1.227,0.031,36.811,0.515
amoledo01,1874.0,165.0,69.0,23.58,0,0.0,0.0,18.0,4.751,2.263,0.453,2.64,0.0,41.028,0.302
amorvi01,1932.0,182.0,75.0,22.67,0,0.0,0.0,13.0,5.67,3.24,0.0,1.89,0.0,43.47,0.27
anderal02,1964.0,178.0,71.0,22.42,0,1.0,12.0,148.0,4.112,3.727,0.044,1.44,0.132,38.191,0.539
anderbo01,1935.0,210.0,76.0,21.83,0,0.0,14.0,246.0,4.261,5.374,0.139,1.766,0.15,38.905,0.385
anderbr02,1972.0,190.0,73.0,21.42,0,0.0,21.0,291.0,4.736,4.206,0.105,1.821,0.122,38.001,0.477
anderbr04,1988.0,230.0,76.0,21.17,0,0.0,10.0,188.0,4.052,6.154,0.063,1.678,0.09,38.054,0.532
anderbu01,1956.0,210.0,75.0,26.08,0,1.0,0.0,64.0,3.685,4.591,0.181,0.846,0.0,38.839,0.242
anderch01,1987.0,210.0,73.0,26.5,0,0.0,6.0,166.0,3.938,7.572,0.074,1.029,0.063,37.575,0.557
anderco01,1990.0,240.0,76.0,24.75,0,1.0,3.0,39.0,4.761,5.994,0.056,1.12,0.168,38.147,0.504
andercr01,1938.0,205.0,74.0,22.92,0,0.0,4.0,82.0,5.101,4.399,0.14,2.246,0.187,41.787,0.328
anderdr02,1994.0,205.0,75.0,23.42,0,1.0,0.0,9.0,7.714,8.143,0.429,0.857,0.0,44.143,0.0
anderfr01,1885.0,180.0,74.0,23.75,0,0.0,1.0,1.0,2.856,4.69,0.0,0.018,0.009,36.298,0.484
anderja01,1979.0,188.0,72.0,23.75,0,1.0,0.0,32.0,6.395,4.5,0.0,0.474,0.0,43.105,0.474
anderji02,1976.0,195.0,73.0,23.5,0,0.0,8.0,122.0,5.419,3.774,0.078,1.848,0.125,40.516,0.392
anderjo02,1929.0,190.0,73.0,28.75,0,1.0,0.0,24.0,6.448,3.828,0.0,2.015,0.0,42.515,0.0
anderju01,1992.0,230.0,75.0,25.58,0,1.0,1.0,111.0,4.749,11.169,0.088,0.704,0.088,40.28,0.528
anderla01,1952.0,190.0,75.0,21.75,0,1.0,0.0,16.0,5.661,5.008,0.0,1.089,0.0,41.589,0.435
anderla02,1953.0,200.0,75.0,22.33,0,0.0,14.0,699.0,3.147,6.854,0.226,1.365,0.127,37.715,0.362
anderma01,1976.0,200.0,76.0,21.83,0,1.0,1.0,257.0,5.19,7.855,0.07,0.806,0.035,40.745,0.526
anderni01,1990.0,205.0,76.0,28.67,0,1.0,0.0,68.0,3.323,15.231,0.138,0.554,0.0,36.554,0.692
anderri02,1956.0,175.0,72.0,29.58,0,0.0,0.0,28.0,4.748,3.91,0.0,0.931,0.0,39.569,0.372
andersc01,1962.0,190.0,78.0,24.67,0,1.0,1.0,18.0,5.433,4.61,0.0,1.317,0.165,39.348,0.165
andersh01,1994.0,228.0,76.0,24.58,0,0.0,2.0,28.0,5.438,6.562,0.188,1.312,0.188,40.031,0.281
anderta01,1993.0,203.0,74.0,25.17,0,1.0,0.0,11.0,6.149,6.416,0.0,1.604,0.0,43.04,0.267
anderty01,1989.0,213.0,74.0,26.5,0,0.0,6.0,73.0,4.693,8.32,0.113,1.428,0.136,38.154,0.408
anderva01,1866.0,165.0,70.0,23.17,0,0.0,4.0,37.0,6.159,1.54,0.451,2.028,0.15,43.636,0.338
anderwi01,1886.0,150.0,70.0,23.67,0,0.0,0.0,7.0,4.673,5.712,0.0,0.0,0.0,41.538,0.0
andrecl01,1978.0,175.0,72.0,21.92,0,1.0,0.0,8.0,10.016,5.226,0.0,0.435,0.0,44.419,0.435
andrejo01,1923.0,200.0,76.0,32.25,0,0.0,0.0,22.0,5.8,3.8,0.0,1.2,0.0,41.4,0.0
andrejo02,1949.0,175.0,70.0,24.17,0,0.0,0.0,16.0,4.418,2.455,0.0,0.491,0.0,39.273,0.491
andrima01,1989.0,215.0,74.0,25.67,0,1.0,3.0,167.0,4.577,8.209,0.084,0.735,0.063,38.484,0.504
andujjo01,1952.0,170.0,72.0,23.33,1,0.0,28.0,405.0,3.582,4.314,0.226,1.827,0.117,37.655,0.531
andujlu01,1972.0,175.0,74.0,22.83,0,1.0,0.0,35.0,5.984,3.576,0.0,0.803,0.0,41.741,0.219
angelno01,1947.0,175.0,71.0,24.83,0,1.0,0.0,28.0,2.746,8.695,0.0,0.458,0.0,40.729,0.915
ankieri01,1979.0,210.0,73.0,20.08,0,0.0,7.0,587.0,3.905,10.004,1.153,1.934,0.26,38.64,0.483
antonjo02,1930.0,185.0,73.0,18.25,3,0.0,21.0,300.0,3.338,5.249,0.068,1.256,0.095,38.054,0.569
apodabo01,1950.0,170.0,71.0,23.67,0,0.0,5.0,184.0,2.864,4.907,0.1,1.719,0.125,37.486,0.399
apontlu01,1953.0,185.0,72.0,27.25,0,1.0,4.0,110.0,3.273,4.623,0.0,1.514,0.164,37.964,0.368
appieke01,1967.0,180.0,74.0,21.5,0,0.0,25.0,414.0,3.738,6.915,0.042,0.78,0.087,38.0,0.586
aquingr01,1978.0,190.0,73.0,26.5,0,1.0,2.0,145.0,5.307,8.339,0.0,1.341,0.117,41.346,0.175
aquinlu01,1964.0,155.0,72.0,22.25,0,0.0,19.0,222.0,3.675,4.219,0.066,1.552,0.252,38.503,0.411
aranovi01,1995.0,228.0,74.0,22.58,0,1.0,0.0,73.0,2.652,9.643,0.0,0.844,0.0,36.643,0.362
araujel01,1991.0,275.0,79.0,23.83,0,1.0,2.0,72.0,4.355,9.145,0.0,1.306,0.29,41.371,0.581
araujpe01,1993.0,215.0,75.0,24.67,0,1.0,0.0,21.0,8.163,9.105,0.0,0.942,0.0,42.07,0.314
archech01,1988.0,195.0,74.0,23.75,0,0.0,7.0,212.0,3.862,9.831,0.102,0.765,0.051,37.917,0.437
archeji02,1932.0,190.0,72.0,28.92,0,0.0,2.0,57.0,3.94,4.712,0.116,1.506,0.077,38.936,0.348
arellfr01,1882.0,180.0,72.0,26.5,0,0.0,5.0,74.0,2.285,3.251,0.264,2.812,0.11,35.194,0.527
ariasal02,1983.0,155.0,71.0,23.58,0,1.0,3.0,63.0,3.737,6.629,0.482,1.326,0.362,40.5,0.482
ariasru01,1931.0,165.0,70.0,27.83,0,1.0,0.0,34.0,4.091,5.727,0.0,2.045,0.0,40.909,0.409
arlinst01,1945.0,195.0,75.0,23.75,0,0.0,8.0,141.0,4.325,5.284,0.103,1.096,0.091,39.644,0.388
armasto02,1978.0,205.0,76.0,21.33,0,0.0,10.0,185.0,4.647,6.611,0.049,1.118,0.097,39.426,0.515
armenro01,1994.0,243.0,73.0,25.0,0,1.0,0.0,5.0,4.0,9.0,0.0,0.5,0.0,37.5,0.5
armstja01,1965.0,220.0,77.0,23.25,0,0.0,5.0,152.0,4.576,5.835,0.092,1.27,0.057,39.47,0.458
armstmi01,1954.0,193.0,75.0,26.42,0,1.0,3.0,197.0,4.101,5.885,0.107,0.746,0.08,38.317,0.506
armstsh01,1990.0,225.0,74.0,24.92,0,1.0,0.0,108.0,4.345,9.0,0.0,0.698,0.0,39.569,0.155
arnolja01,1974.0,190.0,74.0,25.08,0,0.0,5.0,50.0,5.732,3.489,0.166,1.828,0.415,41.04,0.166
arnolto01,1959.0,170.0,71.0,27.25,0,1.0,2.0,38.0,5.055,2.872,0.0,2.987,0.23,39.409,0.0
arnsbbr01,1963.0,205.0,76.0,23.08,0,1.0,4.0,94.0,4.263,5.684,0.057,1.535,0.227,40.585,0.512
arochre01,1964.0,180.0,72.0,29.17,0,0.0,3.0,124.0,4.106,5.166,0.109,1.414,0.082,38.175,0.489
arredjo01,1984.0,190.0,72.0,24.17,0,0.0,1.0,214.0,3.273,8.673,0.041,0.573,0.041,38.25,0.9
arrieja01,1986.0,230.0,76.0,24.25,2,0.0,24.0,252.0,3.718,8.073,0.165,1.47,0.147,37.339,0.649
arrigge01,1941.0,185.0,73.0,20.0,0,0.0,3.0,194.0,4.137,6.285,0.058,1.335,0.044,39.455,0.508
arrojro01,1965.0,215.0,76.0,32.75,0,0.0,18.0,158.0,4.551,6.583,0.129,1.414,0.231,39.086,0.514
arroybr01,1977.0,185.0,75.0,23.33,1,0.0,22.0,419.0,4.279,5.805,0.059,1.201,0.081,38.2,0.547
arroyfe01,1952.0,180.0,74.0,23.25,0,1.0,8.0,121.0,4.436,2.89,0.05,1.983,0.134,38.459,0.403
arroylu01,1927.0,178.0,68.0,28.17,1,0.0,0.0,244.0,3.93,5.691,0.119,1.169,0.0,39.213,0.678
arundha01,1855.0,145.0,66.0,20.42,0,0.0,0.0,18.0,4.488,3.591,0.345,4.005,0.0,16.573,0.345
ascanjo01,1985.0,195.0,71.0,22.17,0,1.0,0.0,43.0,5.283,8.022,0.196,1.174,0.0,43.239,0.196
asencmi01,1980.0,190.0,74.0,21.58,0,1.0,2.0,42.0,5.119,4.617,0.1,0.903,0.1,40.6,0.351
ashbyan01,1967.0,180.0,73.0,23.92,0,0.0,16.0,309.0,4.121,5.83,0.055,1.317,0.08,38.233,0.487
asheral01,1991.0,240.0,76.0,23.83,0,0.0,3.0,38.0,5.415,5.866,0.0,0.978,0.226,39.635,0.301
assenpa01,1960.0,195.0,75.0,25.33,0,0.0,10.0,884.0,3.534,8.488,0.021,1.146,0.105,38.538,0.642
astacez01,1979.0,200.0,75.0,25.5,0,0.0,1.0,28.0,6.023,7.477,0.104,0.727,0.104,41.123,0.519
astacpe01,1968.0,174.0,74.0,23.67,0,0.0,15.0,392.0,4.671,6.818,0.057,1.2,0.061,38.808,0.529
atchisc01,1976.0,200.0,74.0,28.33,0,1.0,4.0,298.0,3.635,6.568,0.078,1.532,0.104,37.047,0.441
atherke01,1959.0,200.0,76.0,24.42,0,1.0,1.0,342.0,3.989,5.546,0.079,0.81,0.016,38.633,0.524
atilalu01,1985.0,220.0,74.0,24.92,0,0.0,2.0,16.0,5.148,4.202,0.21,1.471,0.21,40.447,0.63
atkinal01,1861.0,165.0,71.0,23.17,0,0.0,3.0,115.0,3.964,4.279,0.423,1.711,0.03,39.354,0.502
atkinbi01,1954.0,165.0,67.0,21.92,0,0.0,1.0,98.0,3.421,6.048,0.183,1.71,0.061,38.179,0.672
atkinmi01,1985.0,225.0,76.0,23.75,0,1.0,0.0,10.0,6.75,6.75,0.0,0.794,0.0,44.471,0.0
atkinto01,1887.0,165.0,70.0,21.83,0,0.0,0.0,16.0,2.857,4.714,0.0,3.0,0.0,37.286,0.429
augenbr01,1986.0,230.0,78.0,22.83,0,1.0,0.0,12.0,8.338,4.765,0.397,2.382,0.0,44.471,0.0
augusdo01,1963.0,190.0,75.0,24.92,0,1.0,8.0,88.0,4.643,3.702,0.061,1.473,0.164,39.395,0.695
augusje01,1952.0,183.0,72.0,23.17,0,1.0,10.0,279.0,4.233,3.318,0.067,1.392,0.095,39.099,0.524
aumonph01,1989.0,265.0,79.0,23.58,0,1.0,0.0,46.0,6.802,8.656,0.0,1.237,0.0,44.931,0.206
ausanjo01,1965.0,205.0,73.0,28.58,0,1.0,0.0,41.0,5.569,8.606,0.0,0.675,0.0,40.838,0.675
austde01,1940.0,180.0,71.0,24.83,0,1.0,0.0,15.0,5.824,7.412,0.0,2.118,0.0,40.765,0.0
austije01,1976.0,185.0,72.0,24.67,0,0.0,1.0,38.0,6.75,7.577,0.276,0.964,0.138,41.464,0.276
austiji02,1963.0,200.0,74.0,27.58,0,1.0,0.0,83.0,3.06,4.32,0.0,0.72,0.0,37.62,0.54
austiri01,1946.0,190.0,76.0,23.67,0,0.0,3.0,89.0,4.632,7.015,0.0,1.522,0.199,40.897,0.265
averyst01,1970.0,180.0,76.0,20.17,2,0.0,13.0,297.0,4.185,5.673,0.075,1.748,0.075,38.26,0.556
avilalu01,1989.0,220.0,74.0,23.0,0,0.0,6.0,444.0,3.276,8.084,0.106,1.506,0.159,37.647,0.608
axelrdy01,1985.0,195.0,70.0,26.17,0,0.0,3.0,59.0,5.274,6.455,0.039,1.023,0.118,40.539,0.354
axforjo01,1983.0,234.0,77.0,26.42,1,1.0,4.0,543.0,3.872,10.091,0.103,0.977,0.069,39.404,0.651
ayalabo01,1969.0,190.0,74.0,23.17,1,0.0,6.0,406.0,4.781,8.453,0.281,1.016,0.094,39.641,0.578
ayalalu01,1978.0,205.0,74.0,25.17,0,0.0,10.0,534.0,3.345,5.959,0.016,1.883,0.162,37.992,0.617
aybarma01,1972.0,165.0,73.0,25.25,0,0.0,0.0,208.0,5.11,6.284,0.069,1.082,0.0,40.258,0.391
aydelja01,1861.0,180.0,72.0,22.83,0,0.0,0.0,15.0,4.79,2.54,0.435,1.379,0.0,41.226,0.363
ayraubo01,1966.0,230.0,76.0,26.17,0,1.0,0.0,54.0,4.05,5.155,0.0,1.35,0.0,38.905,0.614
babcobo01,1949.0,210.0,77.0,29.92,0,1.0,0.0,39.0,3.924,6.122,0.0,1.256,0.0,38.616,0.314
backebr01,1978.0,182.0,72.0,24.25,0,0.0,7.0,145.0,5.225,6.168,0.017,1.131,0.12,39.952,0.531
backmle01,1888.0,195.0,72.0,21.33,0,0.0,1.0,47.0,3.61,2.799,0.147,2.431,0.037,37.682,0.332
bacsimi01,1952.0,180.0,74.0,23.17,0,1.0,1.0,73.0,4.431,4.014,0.052,1.147,0.052,40.135,0.417
bacsimi02,1977.0,225.0,74.0,23.75,0,0.0,2.0,51.0,5.458,4.042,0.083,1.417,0.083,40.0,0.417
baczefr01,1926.0,185.0,74.0,26.92,0,0.0,1.0,30.0,4.446,3.351,0.032,0.516,0.032,39.308,0.548
badenbu01,1983.0,205.0,77.0,25.17,0,0.0,12.0,418.0,3.742,6.148,0.123,1.546,0.211,38.085,0.351
baekch01,1980.0,190.0,76.0,24.25,0,0.0,2.0,59.0,4.827,5.921,0.097,0.869,0.064,38.682,0.515
baezda01,1977.0,225.0,75.0,23.67,0,1.0,4.0,533.0,4.248,6.521,0.065,1.317,0.052,38.905,0.516
baezmi01,1996.0,220.0,80.0,23.5,0,1.0,0.0,24.0,3.034,8.494,0.0,0.91,0.0,39.742,0.303
baezpe01,1988.0,232.0,72.0,26.17,0,1.0,3.0,337.0,3.027,9.451,0.133,0.69,0.08,36.85,0.558
bahnsst01,1944.0,185.0,74.0,21.75,1,0.0,26.0,574.0,3.605,4.836,0.125,1.473,0.093,38.082,0.52
bailean01,1984.0,240.0,75.0,24.92,1,1.0,2.0,265.0,3.117,9.055,0.033,0.82,0.066,36.612,0.525
bailebi01,1888.0,165.0,71.0,19.42,0,0.0,1.0,97.0,3.569,4.731,0.1,1.212,0.008,30.063,0.315
baileco01,1971.0,195.0,72.0,22.67,0,1.0,1.0,172.0,3.957,6.522,0.043,1.043,0.043,39.478,0.391
baileha01,1876.0,160.0,72.0,22.58,0,0.0,0.0,16.0,4.134,2.953,0.169,2.109,0.0,39.234,0.506
baileho01,1957.0,195.0,72.0,23.75,0,1.0,1.0,50.0,5.233,3.11,0.228,1.744,0.076,38.225,0.455
baileho02,1986.0,223.0,76.0,21.08,0,0.0,6.0,243.0,4.566,7.426,0.071,0.943,0.039,38.785,0.517
bailero01,1970.0,180.0,73.0,24.5,0,0.0,11.0,92.0,4.904,4.096,0.076,2.351,0.278,39.944,0.455
bailesc01,1961.0,170.0,74.0,24.33,0,1.0,4.0,343.0,4.952,4.648,0.106,1.351,0.053,39.871,0.516
bailest01,1942.0,194.0,73.0,25.17,0,1.0,1.0,34.0,3.876,6.072,0.0,0.904,0.129,40.306,0.258
bairdbo01,1940.0,195.0,76.0,22.67,0,0.0,0.0,8.0,7.254,4.03,0.403,1.209,0.0,43.925,0.0
bairdo01,1949.0,170.0,72.0,27.08,0,0.0,9.0,584.0,3.632,6.819,0.089,1.217,0.089,38.62,0.544
